  cell  ,E,W,N,S
"(1, 1)",0,0,0,1
"(2, 1)",1,0,1,0
"(3, 1)",1,0,0,1
"(4, 1)",0,0,1,0
"(5, 1)",1,0,0,1
"(6, 1)",1,0,1,1
"(7, 1)",0,0,1,0
"(8, 1)",1,0,0,1
"(9, 1)",1,0,1,0
"(10, 1)",1,0,0,1
"(11, 1)",1,0,1,1
"(12, 1)",1,0,1,0
"(13, 1)",0,0,0,1
"(14, 1)",1,0,1,1
"(15, 1)",1,0,1,0
"(16, 1)",1,0,0,1
"(17, 1)",0,0,1,1
"(18, 1)",1,0,1,1
"(19, 1)",0,0,1,0
"(20, 1)",1,0,0,1
"(21, 1)",0,0,1,1
"(22, 1)",0,0,1,1
"(23, 1)",1,0,1,1
"(24, 1)",0,0,1,0
"(25, 1)",1,0,0,1
"(26, 1)",0,0,1,1
"(27, 1)",0,0,1,1
"(28, 1)",0,0,1,1
"(29, 1)",0,0,1,1
"(30, 1)",0,0,1,1
"(31, 1)",0,0,1,1
"(32, 1)",1,0,1,1
"(33, 1)",1,0,1,0
"(34, 1)",1,0,0,0
"(35, 1)",1,0,0,1
"(36, 1)",1,0,1,1
"(37, 1)",1,0,1,0
"(38, 1)",1,0,0,1
"(39, 1)",1,0,1,0
"(40, 1)",1,0,0,1
"(41, 1)",0,0,1,0
"(42, 1)",1,0,0,1
"(43, 1)",1,0,1,1
"(44, 1)",0,0,1,1
"(45, 1)",0,0,1,1
"(46, 1)",1,0,1,1
"(47, 1)",0,0,1,1
"(48, 1)",0,0,1,1
"(49, 1)",1,0,1,0
"(50, 1)",0,0,0,1
"(51, 1)",0,0,1,1
"(52, 1)",0,0,1,1
"(53, 1)",0,0,1,1
"(54, 1)",1,0,1,0
"(55, 1)",1,0,0,1
"(56, 1)",1,0,1,1
"(57, 1)",0,0,1,1
"(58, 1)",0,0,1,0
"(59, 1)",1,0,0,1
"(60, 1)",0,0,1,1
"(61, 1)",0,0,1,1
"(62, 1)",1,0,1,1
"(63, 1)",0,0,1,1
"(64, 1)",0,0,1,1
"(65, 1)",0,0,1,1
"(66, 1)",0,0,1,1
"(67, 1)",0,0,1,1
"(68, 1)",1,0,1,1
"(69, 1)",0,0,1,1
"(70, 1)",0,0,1,1
"(71, 1)",1,0,1,0
"(72, 1)",1,0,0,1
"(73, 1)",1,0,1,1
"(74, 1)",1,0,1,0
"(75, 1)",1,0,0,1
