cell,E,W,N,S
"(1, 1)",1,0,0,0
"(2, 1)",1,0,0,0
"(3, 1)",1,0,0,1
"(4, 1)",1,0,1,0
"(5, 1)",1,0,0,1
"(6, 1)",1,0,1,0
"(7, 1)",1,0,0,1
"(8, 1)",0,0,1,1
"(9, 1)",1,0,1,1
"(10, 1)",0,0,1,1
"(11, 1)",0,0,1,0
"(12, 1)",1,0,0,1
"(13, 1)",0,0,1,1
"(14, 1)",0,0,1,1
"(15, 1)",1,0,1,1
"(16, 1)",0,0,1,0
"(17, 1)",1,0,0,1
"(18, 1)",0,0,1,1
"(19, 1)",0,0,1,1
"(20, 1)",0,0,1,1
"(21, 1)",0,0,1,1
"(22, 1)",1,0,1,0
"(23, 1)",1,0,0,1
"(24, 1)",0,0,1,1
"(25, 1)",0,0,1,1
"(26, 1)",0,0,1,1
"(27, 1)",1,0,1,1
"(28, 1)",0,0,1,0
"(29, 1)",1,0,0,1
"(30, 1)",0,0,1,1
"(31, 1)",1,0,1,1
"(32, 1)",1,0,1,0
"(33, 1)",1,0,0,1
"(34, 1)",1,0,1,0
"(35, 1)",1,0,0,1
"(36, 1)",0,0,1,1
"(37, 1)",0,0,1,1
"(38, 1)",1,0,1,0
"(39, 1)",1,0,0,1
"(40, 1)",0,0,1,1
"(41, 1)",0,0,1,1
"(42, 1)",0,0,1,1
"(43, 1)",0,0,1,1
"(44, 1)",0,0,1,1
"(45, 1)",0,0,1,1
"(46, 1)",1,0,1,1
"(47, 1)",1,0,1,0
"(48, 1)",0,0,0,1
"(49, 1)",0,0,1,1
"(50, 1)",1,0,1,1
"(51, 1)",1,0,1,1
"(52, 1)",0,0,1,1
"(53, 1)",0,0,1,1
"(54, 1)",0,0,1,1
"(55, 1)",1,0,1,0
"(56, 1)",0,0,0,1
"(57, 1)",1,0,1,0
"(58, 1)",1,0,0,1
"(59, 1)",1,0,1,0
"(60, 1)",1,0,0,1
"(61, 1)",0,0,1,1
"(62, 1)",1,0,1,0
"(63, 1)",1,0,0,1
"(64, 1)",0,0,1,1
"(65, 1)",1,0,1,1
"(66, 1)",1,0,1,0
"(67, 1)",0,0,0,1
"(68, 1)",0,0,1,1
"(69, 1)",0,0,1,1
"(70, 1)",1,0,1,1
"(71, 1)",1,0,1,0
"(72, 1)",0,0,0,1
"(73, 1)",1,0,1,1
"(74, 1)",1,0,1,0
"(75, 1)",1,0,0,1
"(76, 1)",0,0,1,1
"(77, 1)",0,0,1,1
"(78, 1)",0,0,1,1
"(79, 1)",0,0,1,1
"(80, 1)",1,0,1,1
"(81, 1)",1,0,1,0
"(82, 1)",1,0,0,0
"(83, 1)",1,0,0,1
"(84, 1)",1,0,1,0
"(85, 1)",1,0,0,1
"(86, 1)",1,0,1,1
"(87, 1)",1,0,1,0
"(88, 1)",1,0,0,1
"(89, 1)",1,0,1,0
"(90, 1)",1,0,0,1
"(91, 1)",0,0,1,1
"(92, 1)",0,0,1,1
"(93, 1)",0,0,1,1
"(94, 1)",1,0,1,0
"(95, 1)",1,0,0,1
"(96, 1)",0,0,1,1
"(97, 1)",1,0,1,0
"(98, 1)",1,0,0,1
"(99, 1)",0,0,1,1
"(100, 1)",1,0,1,0
"(1, 2)",1,1,0,0
"(2, 2)",1,1,0,0
"(3, 2)",1,1,0,0
"(4, 2)",1,1,0,0
"(5, 2)",1,1,0,0
"(6, 2)",0,1,0,1
"(7, 2)",0,1,1,0
"(8, 2)",1,0,0,1
"(9, 2)",1,1,1,0
"(10, 2)",1,0,0,1
"(11, 2)",0,0,1,1
"(12, 2)",0,1,1,0
"(13, 2)",1,0,0,1
"(14, 2)",1,0,1,0
"(15, 2)",0,1,0,1
"(16, 2)",0,0,1,1
"(17, 2)",0,1,1,0
"(18, 2)",0,0,0,1
"(19, 2)",0,0,1,1
"(20, 2)",0,0,1,1
"(21, 2)",1,0,1,0
"(22, 2)",0,1,0,1
"(23, 2)",0,1,1,0
"(24, 2)",1,0,0,1
"(25, 2)",0,0,1,1
"(26, 2)",0,0,1,0
"(27, 2)",0,1,0,1
"(28, 2)",1,0,1,0
"(29, 2)",0,1,0,1
"(30, 2)",1,0,1,0
"(31, 2)",1,1,0,0
"(32, 2)",0,1,0,1
"(33, 2)",0,1,1,0
"(34, 2)",0,1,0,0
"(35, 2)",1,1,0,0
"(36, 2)",0,0,0,1
"(37, 2)",1,0,1,0
"(38, 2)",0,1,0,1
"(39, 2)",0,1,1,0
"(40, 2)",1,0,0,1
"(41, 2)",0,0,1,1
"(42, 2)",1,0,1,0
"(43, 2)",1,0,0,1
"(44, 2)",0,0,1,1
"(45, 2)",1,0,1,0
"(46, 2)",1,1,0,0
"(47, 2)",0,1,0,1
"(48, 2)",0,0,1,1
"(49, 2)",1,0,1,0
"(50, 2)",0,1,0,0
"(51, 2)",1,1,0,1
"(52, 2)",0,0,1,1
"(53, 2)",0,0,1,1
"(54, 2)",1,0,1,0
"(55, 2)",0,1,0,1
"(56, 2)",0,0,1,1
"(57, 2)",1,1,1,0
"(58, 2)",1,1,0,0
"(59, 2)",0,1,0,1
"(60, 2)",0,1,1,1
"(61, 2)",0,0,1,0
"(62, 2)",0,1,0,1
"(63, 2)",0,1,1,0
"(64, 2)",1,0,0,1
"(65, 2)",0,1,1,0
"(66, 2)",0,1,0,1
"(67, 2)",0,0,1,1
"(68, 2)",0,0,1,1
"(69, 2)",0,0,1,1
"(70, 2)",0,1,1,0
"(71, 2)",0,1,0,1
"(72, 2)",1,0,1,0
"(73, 2)",0,1,0,0
"(74, 2)",1,1,0,1
"(75, 2)",0,1,1,0
"(76, 2)",1,0,0,1
"(77, 2)",0,0,1,1
"(78, 2)",0,0,1,1
"(79, 2)",0,0,1,1
"(80, 2)",0,1,1,0
"(81, 2)",1,1,0,0
"(82, 2)",0,1,0,1
"(83, 2)",0,1,1,0
"(84, 2)",1,1,0,0
"(85, 2)",1,1,0,0
"(86, 2)",1,1,0,0
"(87, 2)",1,1,0,0
"(88, 2)",1,1,0,0
"(89, 2)",1,1,0,0
"(90, 2)",1,1,0,1
"(91, 2)",0,0,1,1
"(92, 2)",1,0,1,0
"(93, 2)",1,0,0,1
"(94, 2)",0,1,1,0
"(95, 2)",0,1,0,1
"(96, 2)",0,0,1,0
"(97, 2)",1,1,0,1
"(98, 2)",0,1,1,1
"(99, 2)",0,0,1,0
"(100, 2)",1,1,0,0
"(1, 3)",1,1,0,0
"(2, 3)",0,1,0,1
"(3, 3)",0,1,1,0
"(4, 3)",1,1,0,1
"(5, 3)",0,1,1,0
"(6, 3)",1,0,0,0
"(7, 3)",1,0,0,1
"(8, 3)",0,1,1,0
"(9, 3)",0,1,0,0
"(10, 3)",1,1,0,0
"(11, 3)",1,0,0,1
"(12, 3)",0,0,1,1
"(13, 3)",0,1,1,0
"(14, 3)",0,1,0,1
"(15, 3)",0,0,1,1
"(16, 3)",0,0,1,1
"(17, 3)",1,0,1,0
"(18, 3)",1,0,0,1
"(19, 3)",1,0,1,0
"(20, 3)",1,0,0,1
"(21, 3)",0,1,1,0
"(22, 3)",1,0,0,1
"(23, 3)",0,0,1,1
"(24, 3)",0,1,1,1
"(25, 3)",0,0,1,1
"(26, 3)",0,0,1,1
"(27, 3)",1,0,1,0
"(28, 3)",1,1,0,1
"(29, 3)",0,0,1,0
"(30, 3)",1,1,0,0
"(31, 3)",0,1,0,1
"(32, 3)",0,0,1,1
"(33, 3)",0,0,1,1
"(34, 3)",0,0,1,1
"(35, 3)",0,1,1,0
"(36, 3)",1,0,0,1
"(37, 3)",0,1,1,0
"(38, 3)",1,0,0,1
"(39, 3)",1,0,1,0
"(40, 3)",0,1,0,1
"(41, 3)",1,0,1,0
"(42, 3)",0,1,0,1
"(43, 3)",0,1,1,0
"(44, 3)",1,0,0,0
"(45, 3)",0,1,0,1
"(46, 3)",0,1,1,0
"(47, 3)",0,0,0,1
"(48, 3)",1,0,1,0
"(49, 3)",0,1,0,1
"(50, 3)",1,0,1,0
"(51, 3)",1,1,0,0
"(52, 3)",0,0,0,1
"(53, 3)",1,0,1,0
"(54, 3)",0,1,0,1
"(55, 3)",1,0,1,0
"(56, 3)",1,0,0,1
"(57, 3)",0,1,1,0
"(58, 3)",0,1,0,1
"(59, 3)",1,0,1,0
"(60, 3)",1,0,0,1
"(61, 3)",0,0,1,1
"(62, 3)",0,0,1,1
"(63, 3)",0,0,1,1
"(64, 3)",0,1,1,0
"(65, 3)",1,0,0,1
"(66, 3)",0,0,1,1
"(67, 3)",1,0,1,0
"(68, 3)",0,0,0,1
"(69, 3)",1,0,1,1
"(70, 3)",1,0,1,1
"(71, 3)",0,0,1,0
"(72, 3)",0,1,0,1
"(73, 3)",1,0,1,0
"(74, 3)",0,1,0,1
"(75, 3)",1,0,1,0
"(76, 3)",0,1,0,1
"(77, 3)",0,0,1,1
"(78, 3)",1,0,1,0
"(79, 3)",1,0,0,1
"(80, 3)",0,0,1,1
"(81, 3)",0,1,1,0
"(82, 3)",1,0,0,1
"(83, 3)",0,0,1,1
"(84, 3)",1,1,1,0
"(85, 3)",1,1,0,0
"(86, 3)",1,1,0,0
"(87, 3)",0,1,0,1
"(88, 3)",0,1,1,0
"(89, 3)",1,1,0,0
"(90, 3)",0,1,0,1
"(91, 3)",0,0,1,0
"(92, 3)",1,1,0,0
"(93, 3)",1,1,0,0
"(94, 3)",1,0,0,1
"(95, 3)",0,0,1,1
"(96, 3)",1,0,1,0
"(97, 3)",0,1,0,0
"(98, 3)",1,0,0,1
"(99, 3)",0,0,1,1
"(100, 3)",1,1,1,0
"(1, 4)",0,1,0,1
"(2, 4)",0,0,1,1
"(3, 4)",1,0,1,0
"(4, 4)",0,1,0,1
"(5, 4)",0,0,1,1
"(6, 4)",1,1,1,0
"(7, 4)",0,1,0,1
"(8, 4)",0,0,1,1
"(9, 4)",1,0,1,0
"(10, 4)",1,1,0,0
"(11, 4)",1,1,0,1
"(12, 4)",1,0,1,0
"(13, 4)",1,0,0,1
"(14, 4)",1,0,1,0
"(15, 4)",1,0,0,1
"(16, 4)",1,0,1,0
"(17, 4)",0,1,0,1
"(18, 4)",0,1,1,0
"(19, 4)",1,1,0,0
"(20, 4)",1,1,0,1
"(21, 4)",1,0,1,0
"(22, 4)",0,1,0,1
"(23, 4)",0,0,1,1
"(24, 4)",0,0,1,1
"(25, 4)",1,0,1,0
"(26, 4)",1,0,0,1
"(27, 4)",1,1,1,0
"(28, 4)",1,1,0,0
"(29, 4)",1,0,0,1
"(30, 4)",0,1,1,0
"(31, 4)",1,0,0,0
"(32, 4)",1,0,0,1
"(33, 4)",0,0,1,1
"(34, 4)",0,0,1,1
"(35, 4)",0,0,1,1
"(36, 4)",1,1,1,0
"(37, 4)",1,0,0,1
"(38, 4)",0,1,1,0
"(39, 4)",1,1,0,0
"(40, 4)",1,0,0,1
"(41, 4)",0,1,1,0
"(42, 4)",1,0,0,1
"(43, 4)",1,0,1,1
"(44, 4)",0,1,1,0
"(45, 4)",1,0,0,1
"(46, 4)",1,0,1,1
"(47, 4)",0,0,1,1
"(48, 4)",0,1,1,1
"(49, 4)",0,0,1,0
"(50, 4)",1,1,0,0
"(51, 4)",0,1,0,1
"(52, 4)",0,0,1,1
"(53, 4)",0,1,1,1
"(54, 4)",0,0,1,0
"(55, 4)",1,1,0,0
"(56, 4)",0,1,0,0
"(57, 4)",1,0,0,1
"(58, 4)",0,0,1,1
"(59, 4)",0,1,1,0
"(60, 4)",1,1,0,0
"(61, 4)",1,0,0,1
"(62, 4)",0,0,1,1
"(63, 4)",1,0,1,0
"(64, 4)",0,0,0,1
"(65, 4)",0,1,1,1
"(66, 4)",1,0,1,0
"(67, 4)",0,1,0,1
"(68, 4)",1,0,1,0
"(69, 4)",0,1,0,0
"(70, 4)",0,1,0,1
"(71, 4)",0,0,1,1
"(72, 4)",1,0,1,0
"(73, 4)",0,1,0,1
"(74, 4)",1,0,1,0
"(75, 4)",0,1,0,1
"(76, 4)",0,0,1,0
"(77, 4)",1,0,0,1
"(78, 4)",0,1,1,0
"(79, 4)",0,1,0,1
"(80, 4)",0,0,1,1
"(81, 4)",1,0,1,0
"(82, 4)",0,1,0,1
"(83, 4)",1,0,1,0
"(84, 4)",1,1,0,0
"(85, 4)",1,1,0,0
"(86, 4)",0,1,0,1
"(87, 4)",0,0,1,1
"(88, 4)",1,0,1,0
"(89, 4)",0,1,0,1
"(90, 4)",0,0,1,1
"(91, 4)",0,0,1,1
"(92, 4)",0,1,1,0
"(93, 4)",1,1,0,0
"(94, 4)",1,1,0,0
"(95, 4)",1,0,0,0
"(96, 4)",0,1,0,1
"(97, 4)",1,0,1,0
"(98, 4)",1,1,0,0
"(99, 4)",1,0,0,0
"(100, 4)",1,1,0,0
"(1, 5)",1,0,0,1
"(2, 5)",0,0,1,0
"(3, 5)",0,1,0,1
"(4, 5)",0,0,1,1
"(5, 5)",1,0,1,0
"(6, 5)",0,1,0,0
"(7, 5)",1,0,0,1
"(8, 5)",0,0,1,1
"(9, 5)",0,1,1,0
"(10, 5)",1,1,0,0
"(11, 5)",0,1,0,0
"(12, 5)",1,1,0,0
"(13, 5)",1,1,0,0
"(14, 5)",0,1,0,1
"(15, 5)",0,1,1,0
"(16, 5)",0,1,0,1
"(17, 5)",0,0,1,1
"(18, 5)",0,0,1,1
"(19, 5)",0,1,1,0
"(20, 5)",0,1,0,0
"(21, 5)",0,1,0,1
"(22, 5)",1,0,1,1
"(23, 5)",0,0,1,1
"(24, 5)",0,0,1,0
"(25, 5)",1,1,0,0
"(26, 5)",1,1,0,0
"(27, 5)",0,1,0,0
"(28, 5)",0,1,0,1
"(29, 5)",0,1,1,0
"(30, 5)",1,0,0,1
"(31, 5)",1,1,1,0
"(32, 5)",1,1,0,0
"(33, 5)",0,0,0,1
"(34, 5)",1,0,1,0
"(35, 5)",1,0,0,1
"(36, 5)",0,1,1,0
"(37, 5)",0,1,0,1
"(38, 5)",1,0,1,0
"(39, 5)",0,1,0,1
"(40, 5)",0,1,1,0
"(41, 5)",0,0,0,1
"(42, 5)",0,1,1,0
"(43, 5)",1,1,0,1
"(44, 5)",0,0,1,1
"(45, 5)",0,1,1,0
"(46, 5)",0,1,0,1
"(47, 5)",1,0,1,0
"(48, 5)",1,0,0,1
"(49, 5)",0,0,1,1
"(50, 5)",0,1,1,0
"(51, 5)",1,0,0,1
"(52, 5)",0,0,1,1
"(53, 5)",0,0,1,1
"(54, 5)",1,0,1,0
"(55, 5)",0,1,0,1
"(56, 5)",1,0,1,1
"(57, 5)",0,1,1,0
"(58, 5)",1,0,0,1
"(59, 5)",0,0,1,0
"(60, 5)",1,1,0,0
"(61, 5)",0,1,0,1
"(62, 5)",1,0,1,0
"(63, 5)",0,1,0,1
"(64, 5)",1,0,1,0
"(65, 5)",1,0,0,1
"(66, 5)",0,1,1,0
"(67, 5)",1,0,0,1
"(68, 5)",0,1,1,0
"(69, 5)",1,0,0,1
"(70, 5)",0,0,1,1
"(71, 5)",0,0,1,1
"(72, 5)",1,1,1,0
"(73, 5)",1,0,0,0
"(74, 5)",0,1,0,1
"(75, 5)",0,0,1,1
"(76, 5)",1,0,1,0
"(77, 5)",1,1,0,1
"(78, 5)",0,0,1,1
"(79, 5)",1,0,1,0
"(80, 5)",1,0,0,0
"(81, 5)",0,1,0,1
"(82, 5)",1,0,1,0
"(83, 5)",1,1,0,0
"(84, 5)",0,1,0,0
"(85, 5)",0,1,0,1
"(86, 5)",0,0,1,1
"(87, 5)",1,0,1,0
"(88, 5)",1,1,0,0
"(89, 5)",1,0,0,0
"(90, 5)",1,0,0,1
"(91, 5)",0,0,1,1
"(92, 5)",1,0,1,0
"(93, 5)",0,1,0,1
"(94, 5)",0,1,1,0
"(95, 5)",1,1,0,0
"(96, 5)",1,0,0,1
"(97, 5)",0,1,1,0
"(98, 5)",1,1,0,0
"(99, 5)",0,1,0,1
"(100, 5)",0,1,1,0
"(1, 6)",1,1,0,1
"(2, 6)",0,0,1,1
"(3, 6)",1,0,1,0
"(4, 6)",1,0,0,1
"(5, 6)",0,1,1,0
"(6, 6)",1,0,0,1
"(7, 6)",1,1,1,0
"(8, 6)",1,0,0,1
"(9, 6)",0,0,1,1
"(10, 6)",0,1,1,1
"(11, 6)",0,0,1,1
"(12, 6)",0,1,1,0
"(13, 6)",0,1,0,1
"(14, 6)",0,0,1,1
"(15, 6)",0,0,1,1
"(16, 6)",1,0,1,0
"(17, 6)",1,0,0,1
"(18, 6)",0,0,1,1
"(19, 6)",1,0,1,0
"(20, 6)",1,0,0,1
"(21, 6)",1,0,1,0
"(22, 6)",1,1,0,1
"(23, 6)",0,0,1,1
"(24, 6)",0,0,1,1
"(25, 6)",0,1,1,0
"(26, 6)",0,1,0,1
"(27, 6)",1,0,1,0
"(28, 6)",1,0,0,1
"(29, 6)",0,0,1,1
"(30, 6)",0,1,1,0
"(31, 6)",0,1,0,1
"(32, 6)",0,1,1,1
"(33, 6)",1,0,1,0
"(34, 6)",1,1,0,0
"(35, 6)",0,1,0,1
"(36, 6)",1,0,1,1
"(37, 6)",1,0,1,0
"(38, 6)",0,1,0,1
"(39, 6)",0,0,1,1
"(40, 6)",1,0,1,0
"(41, 6)",1,0,0,1
"(42, 6)",1,0,1,0
"(43, 6)",1,1,0,0
"(44, 6)",1,0,0,1
"(45, 6)",1,0,1,0
"(46, 6)",1,0,0,1
"(47, 6)",0,1,1,0
"(48, 6)",0,1,0,1
"(49, 6)",0,0,1,1
"(50, 6)",0,0,1,1
"(51, 6)",0,1,1,0
"(52, 6)",1,0,0,1
"(53, 6)",0,0,1,0
"(54, 6)",0,1,0,1
"(55, 6)",1,0,1,0
"(56, 6)",0,1,0,1
"(57, 6)",1,0,1,0
"(58, 6)",0,1,0,1
"(59, 6)",1,0,1,0
"(60, 6)",0,1,0,1
"(61, 6)",1,0,1,0
"(62, 6)",1,1,0,0
"(63, 6)",0,0,0,1
"(64, 6)",0,1,1,1
"(65, 6)",0,1,1,0
"(66, 6)",1,0,0,1
"(67, 6)",0,1,1,0
"(68, 6)",1,0,0,1
"(69, 6)",0,1,1,0
"(70, 6)",1,0,0,1
"(71, 6)",1,0,1,0
"(72, 6)",1,1,0,0
"(73, 6)",1,1,0,1
"(74, 6)",0,0,1,1
"(75, 6)",1,0,1,0
"(76, 6)",1,1,0,0
"(77, 6)",0,1,0,1
"(78, 6)",0,0,1,0
"(79, 6)",1,1,0,0
"(80, 6)",1,1,0,1
"(81, 6)",0,0,1,1
"(82, 6)",0,1,1,1
"(83, 6)",0,1,1,0
"(84, 6)",1,0,0,1
"(85, 6)",0,0,1,1
"(86, 6)",0,0,1,1
"(87, 6)",0,1,1,0
"(88, 6)",1,1,0,0
"(89, 6)",0,1,0,1
"(90, 6)",1,1,1,0
"(91, 6)",1,0,0,0
"(92, 6)",0,1,0,1
"(93, 6)",1,0,1,0
"(94, 6)",1,0,0,1
"(95, 6)",1,1,1,0
"(96, 6)",1,1,0,0
"(97, 6)",1,0,0,0
"(98, 6)",1,1,0,1
"(99, 6)",0,0,1,1
"(100, 6)",1,0,1,0
"(1, 7)",1,1,0,0
"(2, 7)",1,0,0,0
"(3, 7)",0,1,0,1
"(4, 7)",0,1,1,0
"(5, 7)",1,0,0,1
"(6, 7)",0,1,1,0
"(7, 7)",0,1,0,0
"(8, 7)",1,1,0,0
"(9, 7)",1,0,0,1
"(10, 7)",0,0,1,1
"(11, 7)",1,0,1,0
"(12, 7)",1,0,0,1
"(13, 7)",0,0,1,1
"(14, 7)",1,0,1,0
"(15, 7)",1,0,0,1
"(16, 7)",0,1,1,0
"(17, 7)",0,1,0,1
"(18, 7)",1,0,1,0
"(19, 7)",0,1,0,1
"(20, 7)",0,1,1,0
"(21, 7)",1,1,0,0
"(22, 7)",0,1,0,1
"(23, 7)",0,0,1,1
"(24, 7)",1,0,1,0
"(25, 7)",1,0,0,1
"(26, 7)",1,0,1,0
"(27, 7)",0,1,0,1
"(28, 7)",0,1,1,0
"(29, 7)",1,0,0,1
"(30, 7)",0,0,1,1
"(31, 7)",1,0,1,0
"(32, 7)",1,0,0,0
"(33, 7)",1,1,0,0
"(34, 7)",0,1,0,1
"(35, 7)",1,0,1,0
"(36, 7)",1,1,0,0
"(37, 7)",0,1,0,1
"(38, 7)",1,0,1,0
"(39, 7)",1,0,0,0
"(40, 7)",0,1,0,1
"(41, 7)",0,1,1,0
