cell,E,W,N,S
"(1, 1)",0,0,0,1
"(2, 1)",0,0,1,1
"(3, 1)",1,0,1,0
"(4, 1)",1,0,0,1
"(5, 1)",0,0,1,1
"(6, 1)",1,0,1,1
"(7, 1)",0,0,1,1
"(8, 1)",1,0,1,0
"(9, 1)",1,0,0,0
"(10, 1)",1,0,0,1
"(11, 1)",1,0,1,1
"(12, 1)",0,0,1,1
"(13, 1)",1,0,1,0
"(14, 1)",0,0,0,1
"(15, 1)",0,0,1,1
"(16, 1)",0,0,1,1
"(17, 1)",0,0,1,1
"(18, 1)",0,0,1,1
"(19, 1)",0,0,1,1
"(20, 1)",0,0,1,1
"(21, 1)",0,0,1,1
"(22, 1)",1,0,1,1
"(23, 1)",1,0,1,0
"(24, 1)",0,0,0,1
"(25, 1)",1,0,1,1
"(26, 1)",1,0,1,0
"(27, 1)",1,0,0,1
"(28, 1)",1,0,1,1
"(29, 1)",0,0,1,1
"(30, 1)",0,0,1,0
"(31, 1)",1,0,0,1
"(32, 1)",1,0,1,1
"(33, 1)",1,0,1,0
"(34, 1)",1,0,0,1
"(35, 1)",0,0,1,1
"(36, 1)",1,0,1,0
"(37, 1)",0,0,0,1
"(38, 1)",1,0,1,0
"(39, 1)",1,0,0,1
"(40, 1)",1,0,1,0
"(41, 1)",1,0,0,1
"(42, 1)",0,0,1,1
"(43, 1)",0,0,1,1
"(44, 1)",0,0,1,1
"(45, 1)",0,0,1,1
"(46, 1)",0,0,1,1
"(47, 1)",0,0,1,1
"(48, 1)",1,0,1,1
"(49, 1)",0,0,1,1
"(50, 1)",0,0,1,1
"(51, 1)",1,0,1,0
"(52, 1)",0,0,0,1
"(53, 1)",0,0,1,1
"(54, 1)",0,0,1,1
"(55, 1)",0,0,1,1
"(56, 1)",1,0,1,1
"(57, 1)",0,0,1,1
"(58, 1)",0,0,1,1
"(59, 1)",1,0,1,0
"(60, 1)",1,0,0,1
"(61, 1)",0,0,1,1
"(62, 1)",0,0,1,1
"(63, 1)",0,0,1,1
"(64, 1)",0,0,1,1
"(65, 1)",0,0,1,1
"(66, 1)",0,0,1,1
"(67, 1)",0,0,1,1
"(68, 1)",1,0,1,0
"(69, 1)",1,0,0,1
"(70, 1)",1,0,1,1
"(71, 1)",0,0,1,1
"(72, 1)",1,0,1,0
"(73, 1)",1,0,0,1
"(74, 1)",1,0,1,1
"(75, 1)",0,0,1,1
"(76, 1)",1,0,1,1
"(77, 1)",0,0,1,1
"(78, 1)",0,0,1,1
"(79, 1)",0,0,1,1
"(80, 1)",0,0,1,1
"(81, 1)",0,0,1,1
"(82, 1)",1,0,1,0
"(83, 1)",1,0,0,1
"(84, 1)",0,0,1,1
"(85, 1)",1,0,1,1
"(86, 1)",0,0,1,0
"(87, 1)",1,0,0,1
"(88, 1)",0,0,1,1
"(89, 1)",0,0,1,1
"(90, 1)",1,0,1,1
"(91, 1)",0,0,1,1
"(92, 1)",0,0,1,1
"(93, 1)",1,0,1,0
"(94, 1)",1,0,0,1
"(95, 1)",0,0,1,1
"(96, 1)",1,0,1,1
"(97, 1)",0,0,1,1
"(98, 1)",0,0,1,1
"(99, 1)",1,0,1,0
"(100, 1)",1,0,0,0
"(1, 2)",1,0,0,0
"(2, 2)",1,0,0,1
"(3, 2)",0,1,1,0
"(4, 2)",0,1,0,0
"(5, 2)",1,0,0,1
"(6, 2)",0,1,1,0
"(7, 2)",1,0,0,0
"(8, 2)",1,1,0,0
"(9, 2)",1,1,0,0
"(10, 2)",1,1,0,0
"(11, 2)",0,1,0,1
"(12, 2)",1,0,1,0
"(13, 2)",0,1,0,1
"(14, 2)",0,0,1,1
"(15, 2)",1,0,1,0
"(16, 2)",1,0,0,1
"(17, 2)",0,0,1,1
"(18, 2)",0,0,1,1
"(19, 2)",0,0,1,1
"(20, 2)",0,0,1,1
"(21, 2)",0,0,1,1
"(22, 2)",0,1,1,0
"(23, 2)",1,1,0,0
"(24, 2)",1,0,0,1
"(25, 2)",0,1,1,0
"(26, 2)",0,1,0,1
"(27, 2)",0,1,1,0
"(28, 2)",0,1,0,0
"(29, 2)",1,0,0,1
"(30, 2)",1,0,1,0
"(31, 2)",1,1,0,0
"(32, 2)",1,1,0,0
"(33, 2)",0,1,0,1
"(34, 2)",0,1,1,0
"(35, 2)",1,0,0,0
"(36, 2)",0,1,0,1
"(37, 2)",0,0,1,1
"(38, 2)",1,1,1,0
"(39, 2)",1,1,0,0
"(40, 2)",1,1,0,0
"(41, 2)",1,1,0,0
"(42, 2)",0,0,0,1
"(43, 2)",0,0,1,1
"(44, 2)",0,0,1,1
"(45, 2)",0,0,1,1
"(46, 2)",1,0,1,0
"(47, 2)",1,0,0,1
"(48, 2)",0,1,1,0
"(49, 2)",1,0,0,0
"(50, 2)",1,0,0,1
"(51, 2)",0,1,1,0
"(52, 2)",1,0,0,1
"(53, 2)",0,0,1,1
"(54, 2)",0,0,1,1
"(55, 2)",1,0,1,0
"(56, 2)",0,1,0,1
"(57, 2)",0,0,1,0
"(58, 2)",1,0,0,1
"(59, 2)",0,1,1,0
"(60, 2)",0,1,0,1
"(61, 2)",1,0,1,1
"(62, 2)",0,0,1,1
"(63, 2)",0,0,1,1
"(64, 2)",1,0,1,0
"(65, 2)",1,0,0,1
"(66, 2)",0,0,1,1
"(67, 2)",1,0,1,1
"(68, 2)",0,1,1,0
"(69, 2)",1,1,0,0
"(70, 2)",1,1,0,0
"(71, 2)",0,0,0,1
"(72, 2)",1,1,1,0
