  cell  ,E,W,N,S
"(1, 1)",1,0,0,0
"(2, 1)",0,0,0,1
"(3, 1)",0,0,1,1
"(4, 1)",1,0,1,1
"(5, 1)",0,0,1,1
"(6, 1)",1,0,1,1
"(7, 1)",1,0,1,0
"(8, 1)",1,0,0,1
"(9, 1)",0,0,1,1
"(10, 1)",1,0,1,0
"(11, 1)",0,0,0,1
"(12, 1)",1,0,1,1
"(13, 1)",0,0,1,1
"(14, 1)",1,0,1,0
"(15, 1)",1,0,0,1
"(16, 1)",0,0,1,1
"(17, 1)",0,0,1,1
"(18, 1)",0,0,1,1
"(19, 1)",0,0,1,1
"(20, 1)",0,0,1,1
"(21, 1)",1,0,1,1
"(22, 1)",0,0,1,1
"(23, 1)",0,0,1,1
"(24, 1)",0,0,1,1
"(25, 1)",1,0,1,1
"(26, 1)",1,0,1,0
"(27, 1)",1,0,0,0
"(28, 1)",1,0,0,1
"(29, 1)",1,0,1,0
"(30, 1)",1,0,0,1
"(31, 1)",0,0,1,1
"(32, 1)",0,0,1,1
"(33, 1)",0,0,1,1
"(34, 1)",1,0,1,0
"(35, 1)",1,0,0,1
"(36, 1)",0,0,1,1
"(37, 1)",0,0,1,1
"(38, 1)",0,0,1,1
"(39, 1)",0,0,1,1
"(40, 1)",0,0,1,1
"(41, 1)",1,0,1,1
"(42, 1)",0,0,1,1
"(43, 1)",1,0,1,0
"(44, 1)",1,0,0,1
"(45, 1)",0,0,1,1
"(46, 1)",1,0,1,0
"(47, 1)",1,0,0,1
"(48, 1)",0,0,1,1
"(49, 1)",0,0,1,1
"(50, 1)",1,0,1,0
"(51, 1)",0,0,0,1
"(52, 1)",1,0,1,1
"(53, 1)",1,0,1,1
"(54, 1)",0,0,1,1
"(55, 1)",0,0,1,1
"(56, 1)",1,0,1,0
"(57, 1)",1,0,0,1
"(58, 1)",0,0,1,1
"(59, 1)",1,0,1,1
"(60, 1)",1,0,1,0
"(61, 1)",1,0,0,1
"(62, 1)",0,0,1,1
"(63, 1)",0,0,1,1
"(64, 1)",0,0,1,1
"(65, 1)",0,0,1,1
"(66, 1)",0,0,1,1
"(67, 1)",0,0,1,1
"(68, 1)",0,0,1,1
"(69, 1)",1,0,1,0
"(70, 1)",1,0,0,1
"(71, 1)",0,0,1,1
"(72, 1)",0,0,1,1
"(73, 1)",0,0,1,1
"(74, 1)",0,0,1,1
"(75, 1)",1,0,1,1
"(76, 1)",1,0,1,0
"(77, 1)",0,0,0,1
"(78, 1)",1,0,1,1
"(79, 1)",1,0,1,0
"(80, 1)",0,0,0,1
"(81, 1)",0,0,1,1
"(82, 1)",1,0,1,1
"(83, 1)",0,0,1,1
"(84, 1)",0,0,1,1
"(85, 1)",0,0,1,1
"(86, 1)",0,0,1,1
"(87, 1)",0,0,1,1
"(88, 1)",1,0,1,1
"(89, 1)",0,0,1,1
"(90, 1)",1,0,1,0
"(91, 1)",0,0,0,1
"(92, 1)",1,0,1,1
"(93, 1)",1,0,1,0
"(94, 1)",0,0,0,1
"(95, 1)",0,0,1,1
"(96, 1)",0,0,1,1
"(97, 1)",1,0,1,1
"(98, 1)",1,0,1,0
"(99, 1)",1,0,0,1
"(100, 1)",1,0,1,0
"(1, 2)",0,1,0,1
"(2, 2)",0,0,1,1
"(3, 2)",1,0,1,0
"(4, 2)",0,1,0,1
"(5, 2)",0,0,1,0
"(6, 2)",1,1,0,0
"(7, 2)",1,1,0,0
"(8, 2)",0,1,0,1
"(9, 2)",1,0,1,0
"(10, 2)",0,1,0,1
"(11, 2)",1,0,1,0
"(12, 2)",1,1,0,0
"(13, 2)",1,0,0,1
"(14, 2)",0,1,1,0
