cell,E,W,N,S
"(1, 1)",1,0,0,0
"(2, 1)",0,0,0,1
"(3, 1)",1,0,1,1
"(4, 1)",0,0,1,1
"(5, 1)",0,0,1,1
"(6, 1)",1,0,1,1
"(7, 1)",1,0,1,0
"(8, 1)",0,0,0,1
"(9, 1)",1,0,1,1
"(10, 1)",0,0,1,1
"(11, 1)",0,0,1,1
"(12, 1)",0,0,1,1
"(13, 1)",1,0,1,0
"(14, 1)",0,0,0,1
"(15, 1)",1,0,1,1
"(16, 1)",0,0,1,1
"(17, 1)",0,0,1,1
"(18, 1)",1,0,1,0
"(19, 1)",1,0,0,1
"(20, 1)",0,0,1,1
"(21, 1)",0,0,1,1
"(22, 1)",1,0,1,0
"(23, 1)",1,0,0,1
"(24, 1)",0,0,1,1
"(25, 1)",1,0,1,0
"(26, 1)",1,0,0,1
"(27, 1)",0,0,1,1
"(28, 1)",0,0,1,1
"(29, 1)",0,0,1,1
"(30, 1)",1,0,1,1
"(31, 1)",0,0,1,1
"(32, 1)",0,0,1,0
"(33, 1)",1,0,0,1
"(34, 1)",0,0,1,1
"(35, 1)",0,0,1,1
"(36, 1)",1,0,1,1
"(37, 1)",0,0,1,1
"(38, 1)",1,0,1,0
"(39, 1)",1,0,0,1
"(40, 1)",1,0,1,0
"(41, 1)",1,0,0,1
"(42, 1)",1,0,1,1
"(43, 1)",0,0,1,1
"(44, 1)",1,0,1,0
"(45, 1)",0,0,0,1
"(46, 1)",1,0,1,1
"(47, 1)",0,0,1,1
"(48, 1)",1,0,1,1
"(49, 1)",0,0,1,1
"(50, 1)",1,0,1,0
"(51, 1)",0,0,0,1
"(52, 1)",0,0,1,1
"(53, 1)",1,0,1,1
"(54, 1)",1,0,1,0
"(55, 1)",0,0,0,1
"(56, 1)",0,0,1,1
"(57, 1)",1,0,1,1
"(58, 1)",0,0,1,1
"(59, 1)",1,0,1,0
"(60, 1)",1,0,0,1
"(61, 1)",0,0,1,1
"(62, 1)",0,0,1,1
"(63, 1)",0,0,1,1
"(64, 1)",0,0,1,0
"(65, 1)",1,0,0,1
"(66, 1)",0,0,1,1
"(67, 1)",1,0,1,1
"(68, 1)",0,0,1,1
"(69, 1)",0,0,1,1
"(70, 1)",0,0,1,1
"(71, 1)",1,0,1,0
"(72, 1)",1,0,0,1
"(73, 1)",0,0,1,1
"(74, 1)",0,0,1,1
"(75, 1)",1,0,1,1
"(76, 1)",1,0,1,0
"(77, 1)",0,0,0,1
"(78, 1)",0,0,1,1
"(79, 1)",1,0,1,1
"(80, 1)",0,0,1,1
"(81, 1)",0,0,1,1
"(82, 1)",0,0,1,1
"(83, 1)",0,0,1,1
"(84, 1)",1,0,1,0
"(85, 1)",1,0,0,1
"(86, 1)",0,0,1,1
"(87, 1)",0,0,1,0
"(88, 1)",1,0,0,1
"(89, 1)",0,0,1,1
"(90, 1)",0,0,1,1
"(91, 1)",1,0,1,1
"(92, 1)",0,0,1,1
"(93, 1)",0,0,1,1
"(94, 1)",0,0,1,0
"(95, 1)",1,0,0,1
"(96, 1)",0,0,1,1
"(97, 1)",0,0,1,1
"(98, 1)",0,0,1,1
"(99, 1)",0,0,1,1
"(100, 1)",1,0,1,0
"(1, 2)",0,1,0,1
"(2, 2)",1,0,1,0
"(3, 2)",0,1,0,1
"(4, 2)",1,0,1,0
"(5, 2)",1,0,0,1
"(6, 2)",0,1,1,0
"(7, 2)",1,1,0,0
"(8, 2)",1,0,0,1
"(9, 2)",0,1,1,0
"(10, 2)",0,0,0,1
"(11, 2)",1,0,1,1
"(12, 2)",1,0,1,0
"(13, 2)",0,1,0,1
"(14, 2)",1,0,1,0
