  cell  ,E,W,N,S
"(1, 1)",1,0,0,0
"(2, 1)",0,0,0,1
"(3, 1)",1,0,1,1
"(4, 1)",1,0,1,0
"(5, 1)",1,0,0,1
"(6, 1)",1,0,1,0
"(7, 1)",1,0,0,1
"(8, 1)",0,0,1,1
"(9, 1)",0,0,1,0
"(10, 1)",1,0,0,1
"(11, 1)",0,0,1,1
"(12, 1)",1,0,1,0
"(13, 1)",1,0,0,1
"(14, 1)",0,0,1,1
"(15, 1)",1,0,1,1
"(16, 1)",1,0,1,0
"(17, 1)",0,0,0,1
"(18, 1)",1,0,1,1
"(19, 1)",1,0,1,1
"(20, 1)",1,0,1,0
"(21, 1)",0,0,0,1
"(22, 1)",0,0,1,1
"(23, 1)",0,0,1,1
"(24, 1)",0,0,1,1
"(25, 1)",0,0,1,1
"(26, 1)",1,0,1,1
"(27, 1)",1,0,1,0
"(28, 1)",0,0,0,1
"(29, 1)",0,0,1,1
"(30, 1)",0,0,1,1
"(31, 1)",0,0,1,1
"(32, 1)",1,0,1,1
"(33, 1)",1,0,1,0
"(34, 1)",0,0,0,1
"(35, 1)",1,0,1,1
"(36, 1)",0,0,1,1
"(37, 1)",1,0,1,0
"(38, 1)",1,0,0,1
"(39, 1)",0,0,1,1
"(40, 1)",0,0,1,1
"(41, 1)",1,0,1,1
"(42, 1)",0,0,1,1
"(43, 1)",1,0,1,0
"(44, 1)",0,0,0,1
"(45, 1)",0,0,1,1
"(46, 1)",1,0,1,1
"(47, 1)",1,0,1,1
"(48, 1)",1,0,1,0
"(49, 1)",0,0,0,1
"(50, 1)",0,0,1,1
"(51, 1)",0,0,1,1
"(52, 1)",1,0,1,1
"(53, 1)",0,0,1,1
"(54, 1)",1,0,1,0
"(55, 1)",1,0,0,1
"(56, 1)",0,0,1,1
"(57, 1)",1,0,1,1
"(58, 1)",0,0,1,1
"(59, 1)",1,0,1,0
"(60, 1)",1,0,0,1
"(61, 1)",1,0,1,0
"(62, 1)",1,0,0,1
"(63, 1)",0,0,1,1
"(64, 1)",0,0,1,1
"(65, 1)",0,0,1,1
"(66, 1)",1,0,1,0
"(67, 1)",0,0,0,1
"(68, 1)",1,0,1,1
"(69, 1)",1,0,1,0
"(70, 1)",1,0,0,1
"(71, 1)",0,0,1,1
"(72, 1)",1,0,1,1
"(73, 1)",1,0,1,0
"(74, 1)",1,0,0,1
"(75, 1)",1,0,1,0
"(76, 1)",1,0,0,1
"(77, 1)",1,0,1,0
"(78, 1)",1,0,0,1
"(79, 1)",0,0,1,1
"(80, 1)",0,0,1,1
"(81, 1)",1,0,1,1
"(82, 1)",0,0,1,0
"(83, 1)",1,0,0,1
"(84, 1)",1,0,1,0
"(85, 1)",1,0,0,1
"(86, 1)",1,0,1,1
"(87, 1)",1,0,1,0
"(88, 1)",1,0,0,1
"(89, 1)",0,0,1,1
"(90, 1)",1,0,1,0
"(91, 1)",1,0,0,1
"(92, 1)",0,0,1,1
"(93, 1)",1,0,1,1
"(94, 1)",0,0,1,1
"(95, 1)",0,0,1,1
"(96, 1)",1,0,1,0
"(97, 1)",0,0,0,1
"(98, 1)",0,0,1,1
"(99, 1)",0,0,1,1
"(100, 1)",1,0,1,0
"(1, 2)",0,1,0,1
"(2, 2)",1,0,1,0
"(3, 2)",1,1,0,0
"(4, 2)",1,1,0,0
"(5, 2)",1,1,0,0
"(6, 2)",0,1,0,1
"(7, 2)",0,1,1,0
"(8, 2)",1,0,0,1
"(9, 2)",0,0,1,1
"(10, 2)",0,1,1,1
"(11, 2)",0,0,1,0
"(12, 2)",0,1,0,1
"(13, 2)",0,1,1,0
"(14, 2)",1,0,0,1
