cell,E,W,N,S
"(1, 1)",1,0,0,0
"(2, 1)",1,0,0,1
"(3, 1)",1,0,1,0
"(4, 1)",1,0,0,1
"(5, 1)",0,0,1,1
"(6, 1)",1,0,1,0
"(7, 1)",1,0,0,1
"(8, 1)",0,0,1,1
"(9, 1)",1,0,1,0
"(10, 1)",1,0,0,1
"(11, 1)",0,0,1,1
"(12, 1)",0,0,1,1
"(13, 1)",1,0,1,1
"(14, 1)",0,0,1,0
"(15, 1)",1,0,0,1
"(16, 1)",1,0,1,0
"(17, 1)",1,0,0,1
"(18, 1)",1,0,1,1
"(19, 1)",1,0,1,0
"(20, 1)",1,0,0,1
"(21, 1)",0,0,1,1
"(22, 1)",0,0,1,1
"(23, 1)",1,0,1,1
"(24, 1)",0,0,1,1
"(25, 1)",0,0,1,0
"(26, 1)",1,0,0,1
"(27, 1)",0,0,1,1
"(28, 1)",0,0,1,1
"(29, 1)",0,0,1,1
"(30, 1)",1,0,1,0
"(31, 1)",1,0,0,1
"(32, 1)",1,0,1,1
"(33, 1)",0,0,1,1
"(34, 1)",0,0,1,1
"(35, 1)",0,0,1,1
"(36, 1)",1,0,1,0
"(37, 1)",1,0,0,1
"(38, 1)",1,0,1,1
"(39, 1)",0,0,1,1
"(40, 1)",1,0,1,0
"(41, 1)",0,0,0,1
"(42, 1)",1,0,1,0
"(43, 1)",1,0,0,1
"(44, 1)",0,0,1,1
"(45, 1)",1,0,1,1
"(46, 1)",1,0,1,0
"(47, 1)",1,0,0,1
"(48, 1)",1,0,1,0
"(49, 1)",1,0,0,1
"(50, 1)",1,0,1,1
"(51, 1)",1,0,1,0
"(52, 1)",1,0,0,1
"(53, 1)",0,0,1,1
"(54, 1)",1,0,1,1
"(55, 1)",0,0,1,1
"(56, 1)",1,0,1,1
"(57, 1)",0,0,1,1
"(58, 1)",0,0,1,0
"(59, 1)",1,0,0,1
"(60, 1)",0,0,1,1
"(61, 1)",0,0,1,1
"(62, 1)",0,0,1,1
"(63, 1)",0,0,1,1
"(64, 1)",0,0,1,1
"(65, 1)",1,0,1,1
"(66, 1)",0,0,1,1
"(67, 1)",0,0,1,0
"(68, 1)",1,0,0,1
"(69, 1)",0,0,1,1
"(70, 1)",1,0,1,1
"(71, 1)",1,0,1,0
"(72, 1)",0,0,0,1
"(73, 1)",1,0,1,1
"(74, 1)",1,0,1,1
"(75, 1)",1,0,1,0
"(76, 1)",1,0,0,1
"(77, 1)",1,0,1,0
"(78, 1)",1,0,0,1
"(79, 1)",0,0,1,1
"(80, 1)",1,0,1,1
"(81, 1)",0,0,1,1
"(82, 1)",0,0,1,1
"(83, 1)",1,0,1,0
"(84, 1)",1,0,0,1
"(85, 1)",1,0,1,1
"(86, 1)",0,0,1,1
"(87, 1)",0,0,1,1
"(88, 1)",1,0,1,0
"(89, 1)",0,0,0,1
"(90, 1)",0,0,1,1
"(91, 1)",1,0,1,1
"(92, 1)",0,0,1,1
"(93, 1)",1,0,1,0
"(94, 1)",0,0,0,1
"(95, 1)",1,0,1,1
"(96, 1)",0,0,1,1
"(97, 1)",0,0,1,1
