cell,E,W,N,S
"(1, 1)",0,0,0,1
"(2, 1)",0,0,1,1
"(3, 1)",0,0,1,1
"(4, 1)",1,0,1,0
"(5, 1)",1,0,0,1
"(6, 1)",1,0,1,0
"(7, 1)",1,0,0,1
"(8, 1)",0,0,1,1
"(9, 1)",0,0,1,1
"(10, 1)",0,0,1,1
"(11, 1)",0,0,1,1
"(12, 1)",0,0,1,0
"(13, 1)",1,0,0,1
"(14, 1)",0,0,1,1
"(15, 1)",0,0,1,1
"(16, 1)",0,0,1,1
"(17, 1)",1,0,1,1
"(18, 1)",0,0,1,1
"(19, 1)",1,0,1,0
"(20, 1)",0,0,0,1
"(21, 1)",0,0,1,1
"(22, 1)",1,0,1,1
"(23, 1)",0,0,1,1
"(24, 1)",0,0,1,1
"(25, 1)",0,0,1,1
"(26, 1)",0,0,1,1
"(27, 1)",0,0,1,1
"(28, 1)",0,0,1,1
"(29, 1)",1,0,1,0
"(30, 1)",1,0,0,1
"(31, 1)",0,0,1,0
"(32, 1)",1,0,0,1
"(33, 1)",0,0,1,1
"(34, 1)",1,0,1,0
"(35, 1)",1,0,0,1
"(36, 1)",1,0,1,0
"(37, 1)",1,0,0,1
"(38, 1)",0,0,1,1
"(39, 1)",1,0,1,1
"(40, 1)",1,0,1,0
"(41, 1)",1,0,0,1
"(42, 1)",1,0,1,0
"(43, 1)",1,0,0,1
"(44, 1)",1,0,1,0
"(45, 1)",1,0,0,1
"(46, 1)",1,0,1,0
"(47, 1)",1,0,0,1
"(48, 1)",0,0,1,1
"(49, 1)",0,0,1,1
"(50, 1)",0,0,1,1
"(51, 1)",1,0,1,1
"(52, 1)",0,0,1,1
"(53, 1)",1,0,1,0
"(54, 1)",1,0,0,1
"(55, 1)",0,0,1,1
"(56, 1)",1,0,1,0
"(57, 1)",0,0,0,1
"(58, 1)",0,0,1,1
"(59, 1)",0,0,1,1
"(60, 1)",1,0,1,1
"(61, 1)",0,0,1,1
"(62, 1)",0,0,1,1
"(63, 1)",0,0,1,1
"(64, 1)",0,0,1,1
"(65, 1)",0,0,1,1
"(66, 1)",0,0,1,1
"(67, 1)",0,0,1,1
"(68, 1)",0,0,1,1
"(69, 1)",0,0,1,1
"(70, 1)",1,0,1,1
"(71, 1)",0,0,1,1
"(72, 1)",0,0,1,1
"(73, 1)",0,0,1,1
"(74, 1)",1,0,1,0
"(75, 1)",0,0,0,1
"(76, 1)",1,0,1,1
"(77, 1)",1,0,1,1
"(78, 1)",1,0,1,1
"(79, 1)",0,0,1,1
"(80, 1)",0,0,1,1
"(81, 1)",0,0,1,1
"(82, 1)",1,0,1,0
"(83, 1)",1,0,0,1
"(84, 1)",0,0,1,1
"(85, 1)",1,0,1,1
"(86, 1)",0,0,1,1
"(87, 1)",0,0,1,1
"(88, 1)",0,0,1,1
"(89, 1)",1,0,1,0
"(90, 1)",1,0,0,1
"(91, 1)",0,0,1,1
"(92, 1)",0,0,1,1
"(93, 1)",1,0,1,1
"(94, 1)",1,0,1,0
"(95, 1)",1,0,0,1
"(96, 1)",0,0,1,1
"(97, 1)",0,0,1,1
"(98, 1)",0,0,1,1
"(99, 1)",0,0,1,1
"(100, 1)",1,0,1,0
"(1, 2)",1,0,0,1
"(2, 2)",1,0,1,1
"(3, 2)",0,0,1,0
"(4, 2)",1,1,0,0
"(5, 2)",1,1,0,0
"(6, 2)",1,1,0,0
"(7, 2)",1,1,0,1
"(8, 2)",0,0,1,1
"(9, 2)",0,0,1,1
"(10, 2)",1,0,1,0
"(11, 2)",1,0,0,1
"(12, 2)",0,0,1,1
"(13, 2)",0,1,1,0
"(14, 2)",0,0,0,1
"(15, 2)",1,0,1,0
"(16, 2)",1,0,0,1
"(17, 2)",1,1,1,0
"(18, 2)",0,0,0,1
"(19, 2)",0,1,1,1
"(20, 2)",0,0,1,1
"(21, 2)",0,0,1,1
"(22, 2)",0,1,1,0
"(23, 2)",1,0,0,1
"(24, 2)",0,0,1,1
"(25, 2)",0,0,1,1
"(26, 2)",1,0,1,0
"(27, 2)",1,0,0,1
"(28, 2)",0,0,1,1
"(29, 2)",0,1,1,0
"(30, 2)",0,1,0,1
"(31, 2)",0,0,1,1
"(32, 2)",0,1,1,1
"(33, 2)",1,0,1,0
"(34, 2)",1,1,0,0
"(35, 2)",1,1,0,0
"(36, 2)",0,1,0,1
"(37, 2)",0,1,1,1
"(38, 2)",0,0,1,0
"(39, 2)",1,1,0,0
"(40, 2)",0,1,0,1
"(41, 2)",0,1,1,0
"(42, 2)",0,1,0,1
"(43, 2)",0,1,1,0
"(44, 2)",1,1,0,0
"(45, 2)",0,1,0,0
"(46, 2)",0,1,0,1
"(47, 2)",0,1,1,0
"(48, 2)",1,0,0,1
"(49, 2)",0,0,1,1
"(50, 2)",0,0,1,1
"(51, 2)",0,1,1,0
"(52, 2)",1,0,0,1
"(53, 2)",0,1,1,0
"(54, 2)",0,1,0,1
"(55, 2)",1,0,1,0
"(56, 2)",0,1,0,1
"(57, 2)",0,0,1,1
"(58, 2)",0,0,1,1
"(59, 2)",1,0,1,0
"(60, 2)",0,1,0,1
"(61, 2)",0,0,1,0
"(62, 2)",1,0,0,1
"(63, 2)",1,0,1,0
"(64, 2)",1,0,0,1
"(65, 2)",0,0,1,1
"(66, 2)",1,0,1,0
"(67, 2)",1,0,0,1
"(68, 2)",0,0,1,1
"(69, 2)",0,0,1,1
"(70, 2)",0,1,1,0
"(71, 2)",1,0,0,1
"(72, 2)",0,0,1,1
