  cell  ,E,W,N,S
"(1, 1)",1,0,0,0
"(2, 1)",1,0,0,1
"(3, 1)",0,0,1,1
"(4, 1)",0,0,1,1
"(5, 1)",0,0,1,1
"(6, 1)",1,0,1,0
"(7, 1)",1,0,0,1
"(8, 1)",0,0,1,1
"(9, 1)",0,0,1,0
"(10, 1)",1,0,0,1
"(11, 1)",1,0,1,1
"(12, 1)",0,0,1,1
"(13, 1)",0,0,1,1
"(14, 1)",1,0,1,0
"(15, 1)",0,0,0,1
"(16, 1)",0,0,1,1
"(17, 1)",0,0,1,1
"(18, 1)",1,0,1,1
"(19, 1)",1,0,1,0
"(20, 1)",0,0,0,1
"(21, 1)",0,0,1,1
"(22, 1)",1,0,1,1
"(23, 1)",1,0,1,0
"(24, 1)",1,0,0,1
"(25, 1)",1,0,1,0
"(26, 1)",0,0,0,1
"(27, 1)",1,0,1,0
"(28, 1)",1,0,0,1
"(29, 1)",0,0,1,1
"(30, 1)",0,0,1,1
"(31, 1)",0,0,1,1
"(32, 1)",0,0,1,1
"(33, 1)",1,0,1,1
"(34, 1)",0,0,1,1
"(35, 1)",1,0,1,0
"(36, 1)",0,0,0,1
"(37, 1)",1,0,1,1
"(38, 1)",1,0,1,1
"(39, 1)",1,0,1,0
"(40, 1)",0,0,0,1
"(41, 1)",0,0,1,1
"(42, 1)",1,0,1,1
"(43, 1)",0,0,1,1
"(44, 1)",0,0,1,1
"(45, 1)",0,0,1,1
"(46, 1)",0,0,1,1
"(47, 1)",0,0,1,1
"(48, 1)",0,0,1,1
"(49, 1)",1,0,1,0
"(50, 1)",1,0,0,0
"(1, 2)",1,1,0,0
"(2, 2)",1,1,0,1
"(3, 2)",1,0,1,0
"(4, 2)",0,0,0,1
"(5, 2)",0,0,1,1
"(6, 2)",1,1,1,0
"(7, 2)",0,1,0,1
"(8, 2)",1,0,1,1
"(9, 2)",0,0,1,1
"(10, 2)",0,1,1,0
"(11, 2)",1,1,0,0
"(12, 2)",0,0,0,1
"(13, 2)",1,0,1,0
"(14, 2)",1,1,0,0
"(15, 2)",1,0,0,1
"(16, 2)",0,0,1,1
"(17, 2)",0,0,1,1
"(18, 2)",0,1,1,0
"(19, 2)",1,1,0,0
"(20, 2)",1,0,0,1
"(21, 2)",0,0,1,1
"(22, 2)",0,1,1,0
"(23, 2)",0,1,0,1
"(24, 2)",0,1,1,0
"(25, 2)",0,1,0,1
"(26, 2)",1,0,1,0
"(27, 2)",0,1,0,1
"(28, 2)",1,1,1,0
"(29, 2)",1,0,0,1
"(30, 2)",1,0,1,0
"(31, 2)",0,0,0,1
"(32, 2)",1,0,1,0
"(33, 2)",1,1,0,0
"(34, 2)",0,0,0,1
"(35, 2)",0,1,1,1
"(36, 2)",1,0,1,0
"(37, 2)",1,1,0,0
"(38, 2)",1,1,0,0
"(39, 2)",0,1,0,1
"(40, 2)",1,0,1,0
"(41, 2)",1,0,0,1
"(42, 2)",0,1,1,0
"(43, 2)",0,0,0,1
"(44, 2)",1,0,1,1
"(45, 2)",0,0,1,1
"(46, 2)",1,0,1,0
"(47, 2)",1,0,0,1
