  cell  ,E,W,N,S
"(1, 1)",0,0,0,1
"(2, 1)",0,0,1,1
"(3, 1)",0,0,1,1
"(4, 1)",1,0,1,0
"(5, 1)",0,0,0,1
"(6, 1)",0,0,1,1
"(7, 1)",1,0,1,1
"(8, 1)",1,0,1,0
"(9, 1)",1,0,0,1
"(10, 1)",1,0,1,0
"(11, 1)",0,0,0,1
"(12, 1)",1,0,1,1
"(13, 1)",1,0,1,0
"(14, 1)",0,0,0,1
"(15, 1)",0,0,1,1
"(16, 1)",0,0,1,1
"(17, 1)",0,0,1,1
"(18, 1)",0,0,1,1
"(19, 1)",1,0,1,1
"(20, 1)",0,0,1,1
"(21, 1)",1,0,1,0
"(22, 1)",0,0,0,1
"(23, 1)",1,0,1,1
"(24, 1)",1,0,1,1
"(25, 1)",0,0,1,1
"(26, 1)",1,0,1,0
"(27, 1)",1,0,0,1
"(28, 1)",0,0,1,1
"(29, 1)",1,0,1,1
"(30, 1)",0,0,1,1
"(31, 1)",1,0,1,0
"(32, 1)",0,0,0,1
"(33, 1)",1,0,1,1
"(34, 1)",0,0,1,1
"(35, 1)",0,0,1,1
"(36, 1)",0,0,1,1
"(37, 1)",1,0,1,0
"(38, 1)",0,0,0,1
"(39, 1)",1,0,1,1
"(40, 1)",0,0,1,0
"(1, 2)",1,0,0,1
"(2, 2)",1,0,1,1
"(3, 2)",0,0,1,0
"(4, 2)",0,1,0,1
"(5, 2)",1,0,1,0
"(6, 2)",1,0,0,1
"(7, 2)",0,1,1,0
"(8, 2)",0,1,0,1
"(9, 2)",0,1,1,0
"(10, 2)",0,1,0,1
"(11, 2)",1,0,1,0
"(12, 2)",1,1,0,0
"(13, 2)",0,1,0,1
"(14, 2)",1,0,1,0
"(15, 2)",1,0,0,1
"(16, 2)",0,0,1,1
"(17, 2)",0,0,1,1
"(18, 2)",1,0,1,0
"(19, 2)",0,1,0,1
"(20, 2)",1,0,1,0
"(21, 2)",0,1,0,1
"(22, 2)",1,0,1,0
"(23, 2)",1,1,0,0
"(24, 2)",1,1,0,0
"(25, 2)",1,0,0,1
"(26, 2)",0,1,1,0
"(27, 2)",1,1,0,0
"(28, 2)",1,0,0,1
"(29, 2)",0,1,1,0
"(30, 2)",0,0,0,1
"(31, 2)",0,1,1,1
"(32, 2)",0,0,1,1
"(33, 2)",0,1,1,0
"(34, 2)",1,0,0,1
"(35, 2)",0,0,1,1
"(36, 2)",0,0,1,0
"(37, 2)",0,1,0,1
"(38, 2)",1,0,1,0
"(39, 2)",0,1,0,1
"(40, 2)",1,0,1,0
"(1, 3)",1,1,0,0
"(2, 3)",0,1,0,1
"(3, 3)",0,0,1,1
"(4, 3)",0,0,1,1
"(5, 3)",0,1,1,0
"(6, 3)",0,1,0,1
"(7, 3)",1,0,1,0
"(8, 3)",1,0,0,1
"(9, 3)",1,0,1,1
"(10, 3)",0,0,1,0
"(11, 3)",1,1,0,0
"(12, 3)",0,1,0,1
"(13, 3)",1,0,1,0
"(14, 3)",1,1,0,0
"(15, 3)",1,1,0,0
"(16, 3)",1,0,0,1
"(17, 3)",0,0,1,0
"(18, 3)",0,1,0,1
"(19, 3)",0,0,1,1
"(20, 3)",0,1,1,0
"(21, 3)",1,0,0,0
"(22, 3)",1,1,0,0
"(23, 3)",1,1,0,0
"(24, 3)",1,1,0,0
"(25, 3)",0,1,0,1
"(26, 3)",0,0,1,0
"(27, 3)",1,1,0,0
"(28, 3)",1,1,0,0
"(29, 3)",1,0,0,1
"(30, 3)",1,0,1,0
"(31, 3)",1,0,0,1
"(32, 3)",1,0,1,1
"(33, 3)",0,0,1,1
"(34, 3)",1,1,1,0
"(35, 3)",1,0,0,1
"(36, 3)",1,0,1,0
"(37, 3)",1,0,0,1
"(38, 3)",0,1,1,0
"(39, 3)",1,0,0,1
"(40, 3)",1,1,1,0
"(1, 4)",1,1,0,0
"(2, 4)",0,0,0,1
"(3, 4)",1,0,1,1
"(4, 4)",0,0,1,1
"(5, 4)",0,0,1,1
"(6, 4)",0,0,1,1
"(7, 4)",0,1,1,0
"(8, 4)",1,1,0,0
"(9, 4)",0,1,0,1
"(10, 4)",1,0,1,0
"(11, 4)",1,1,0,0
"(12, 4)",1,0,0,1
"(13, 4)",0,1,1,0
"(14, 4)",0,1,0,1
"(15, 4)",0,1,1,0
"(16, 4)",1,1,0,1
"(17, 4)",0,0,1,1
"(18, 4)",1,0,1,1
"(19, 4)",0,0,1,1
"(20, 4)",0,0,1,1
"(21, 4)",0,1,1,0
"(22, 4)",1,1,0,0
"(23, 4)",1,1,0,0
"(24, 4)",0,1,0,1
"(25, 4)",1,0,1,0
"(26, 4)",1,0,0,1
"(27, 4)",0,1,1,0
"(28, 4)",0,1,0,1
"(29, 4)",0,1,1,0
"(30, 4)",1,1,0,0
"(31, 4)",0,1,0,0
"(32, 4)",0,1,0,1
"(33, 4)",1,0,1,0
"(34, 4)",1,1,0,0
"(35, 4)",1,1,0,0
"(36, 4)",1,1,0,0
"(37, 4)",0,1,0,1
"(38, 4)",1,0,1,0
"(39, 4)",1,1,0,0
"(40, 4)",0,1,0,0
"(1, 5)",0,1,0,1
"(2, 5)",0,0,1,1
"(3, 5)",0,1,1,0
"(4, 5)",1,0,0,1
"(5, 5)",0,0,1,0
"(6, 5)",1,0,0,1
"(7, 5)",0,0,1,1
"(8, 5)",0,1,1,0
"(9, 5)",1,0,0,0
"(10, 5)",0,1,0,1
"(11, 5)",0,1,1,0
"(12, 5)",1,1,0,0
