  cell  ,E,W,N,S
"(1, 1)",1,0,0,0
"(2, 1)",0,0,0,1
"(3, 1)",1,0,1,1
"(4, 1)",1,0,1,0
"(5, 1)",1,0,0,1
"(6, 1)",0,0,1,1
"(7, 1)",0,0,1,1
"(8, 1)",1,0,1,0
"(9, 1)",1,0,0,1
"(10, 1)",0,0,1,1
"(11, 1)",0,0,1,1
"(12, 1)",0,0,1,1
"(13, 1)",0,0,1,1
"(14, 1)",0,0,1,1
"(15, 1)",1,0,1,1
"(16, 1)",0,0,1,1
"(17, 1)",0,0,1,1
"(18, 1)",0,0,1,1
"(19, 1)",0,0,1,1
"(20, 1)",0,0,1,1
"(21, 1)",1,0,1,0
"(22, 1)",0,0,0,1
"(23, 1)",0,0,1,1
"(24, 1)",1,0,1,1
"(25, 1)",1,0,1,0
"(26, 1)",1,0,0,1
"(27, 1)",0,0,1,1
"(28, 1)",1,0,1,0
"(29, 1)",1,0,0,1
"(30, 1)",1,0,1,0
"(31, 1)",0,0,0,1
"(32, 1)",0,0,1,1
"(33, 1)",1,0,1,1
"(34, 1)",0,0,1,1
"(35, 1)",0,0,1,1
"(36, 1)",1,0,1,0
"(37, 1)",1,0,0,1
"(38, 1)",1,0,1,0
"(39, 1)",1,0,0,1
"(40, 1)",1,0,1,0
"(1, 2)",1,1,0,0
"(2, 2)",1,0,0,1
"(3, 2)",0,1,1,0
"(4, 2)",1,1,0,0
"(5, 2)",1,1,0,0
"(6, 2)",0,0,0,1
"(7, 2)",0,0,1,1
"(8, 2)",0,1,1,0
"(9, 2)",0,1,0,1
"(10, 2)",0,0,1,1
"(11, 2)",1,0,1,0
"(12, 2)",1,0,0,1
"(13, 2)",0,0,1,1
"(14, 2)",1,0,1,0
"(15, 2)",1,1,0,0
"(16, 2)",1,0,0,1
"(17, 2)",0,0,1,1
"(18, 2)",1,0,1,0
"(19, 2)",1,0,0,1
"(20, 2)",0,0,1,0
"(21, 2)",0,1,0,1
"(22, 2)",0,0,1,1
"(23, 2)",1,0,1,0
"(24, 2)",1,1,0,0
"(25, 2)",0,1,0,1
"(26, 2)",0,1,1,0
"(27, 2)",1,0,0,0
"(28, 2)",0,1,0,1
"(29, 2)",0,1,1,0
"(30, 2)",0,1,0,1
"(31, 2)",0,0,1,1
"(32, 2)",1,0,1,0
"(33, 2)",0,1,0,1
"(34, 2)",1,0,1,0
"(35, 2)",1,0,0,0
"(36, 2)",0,1,0,1
"(37, 2)",0,1,1,0
"(38, 2)",1,1,0,0
"(39, 2)",1,1,0,0
"(40, 2)",1,1,0,0
"(1, 3)",1,1,0,0
"(2, 3)",1,1,0,0
"(3, 3)",1,0,0,1
"(4, 3)",0,1,1,0
"(5, 3)",1,1,0,0
"(6, 3)",1,0,0,1
"(7, 3)",0,0,1,1
"(8, 3)",1,0,1,1
"(9, 3)",0,0,1,1
"(10, 3)",0,0,1,0
"(11, 3)",1,1,0,0
"(12, 3)",1,1,0,0
"(13, 3)",0,0,0,1
"(14, 3)",0,1,1,1
"(15, 3)",0,1,1,0
"(16, 3)",0,1,0,1
"(17, 3)",1,0,1,0
"(18, 3)",1,1,0,0
"(19, 3)",1,1,0,0
"(20, 3)",1,0,0,1
"(21, 3)",0,0,1,1
"(22, 3)",0,0,1,1
"(23, 3)",0,1,1,1
"(24, 3)",0,1,1,0
"(25, 3)",0,0,0,1
"(26, 3)",1,0,1,0
"(27, 3)",1,1,0,1
"(28, 3)",1,0,1,1
"(29, 3)",0,0,1,0
"(30, 3)",1,0,0,1
"(31, 3)",1,0,1,0
"(32, 3)",0,1,0,1
"(33, 3)",0,0,1,1
"(34, 3)",0,1,1,0
