  cell  ,E,W,N,S
"(1, 1)",0,0,0,1
"(2, 1)",1,0,1,0
"(3, 1)",1,0,0,1
"(4, 1)",1,0,1,1
"(5, 1)",0,0,1,1
"(6, 1)",0,0,1,0
"(7, 1)",1,0,0,1
"(8, 1)",1,0,1,1
"(9, 1)",0,0,1,1
"(10, 1)",0,0,1,1
"(11, 1)",0,0,1,1
"(12, 1)",1,0,1,0
"(13, 1)",0,0,0,1
"(14, 1)",1,0,1,1
"(15, 1)",0,0,1,1
"(16, 1)",1,0,1,0
"(17, 1)",1,0,0,1
"(18, 1)",1,0,1,0
"(19, 1)",1,0,0,1
"(20, 1)",0,0,1,1
"(21, 1)",1,0,1,0
"(22, 1)",1,0,0,0
"(23, 1)",1,0,0,1
"(24, 1)",0,0,1,1
"(25, 1)",1,0,1,1
"(26, 1)",0,0,1,1
"(27, 1)",0,0,1,1
"(28, 1)",0,0,1,1
"(29, 1)",1,0,1,0
"(30, 1)",1,0,0,1
"(31, 1)",1,0,1,1
"(32, 1)",0,0,1,1
"(33, 1)",0,0,1,0
"(34, 1)",1,0,0,1
"(35, 1)",0,0,1,1
"(36, 1)",0,0,1,1
"(37, 1)",0,0,1,1
"(38, 1)",1,0,1,1
"(39, 1)",0,0,1,1
"(40, 1)",0,0,1,0
"(1, 2)",1,0,0,1
"(2, 2)",0,1,1,0
"(3, 2)",0,1,0,0
"(4, 2)",0,1,0,1
"(5, 2)",1,0,1,1
"(6, 2)",0,0,1,1
"(7, 2)",0,1,1,0
"(8, 2)",1,1,0,0
"(9, 2)",1,0,0,0
"(10, 2)",1,0,0,1
"(11, 2)",1,0,1,0
"(12, 2)",0,1,0,1
"(13, 2)",0,0,1,1
"(14, 2)",0,1,1,0
"(15, 2)",1,0,0,0
"(16, 2)",0,1,0,1
"(17, 2)",0,1,1,0
"(18, 2)",0,1,0,1
"(19, 2)",0,1,1,0
"(20, 2)",1,0,0,1
"(21, 2)",0,1,1,0
"(22, 2)",1,1,0,1
"(23, 2)",0,1,1,0
"(24, 2)",1,0,0,0
"(25, 2)",0,1,0,1
"(26, 2)",1,0,1,0
"(27, 2)",1,0,0,1
"(28, 2)",1,0,1,0
"(29, 2)",0,1,0,0
"(30, 2)",1,1,0,0
"(31, 2)",1,1,0,0
"(32, 2)",1,0,0,1
"(33, 2)",0,0,1,1
"(34, 2)",0,1,1,0
"(35, 2)",1,0,0,1
