cell,E,W,N,S
"(1, 1)",1,0,0,0
"(2, 1)",1,0,0,0
"(3, 1)",1,0,0,1
"(4, 1)",1,0,1,1
"(5, 1)",0,0,1,1
"(6, 1)",1,0,1,0
"(7, 1)",0,0,0,1
"(8, 1)",1,0,1,1
"(9, 1)",1,0,1,0
"(10, 1)",1,0,0,1
"(11, 1)",0,0,1,1
"(12, 1)",0,0,1,1
"(13, 1)",0,0,1,1
"(14, 1)",1,0,1,1
"(15, 1)",1,0,1,0
"(16, 1)",0,0,0,1
"(17, 1)",0,0,1,1
"(18, 1)",0,0,1,1
"(19, 1)",1,0,1,1
"(20, 1)",0,0,1,1
"(21, 1)",1,0,1,0
"(22, 1)",1,0,0,1
"(23, 1)",0,0,1,1
"(24, 1)",0,0,1,1
"(25, 1)",1,0,1,1
"(26, 1)",0,0,1,1
"(27, 1)",0,0,1,1
"(28, 1)",0,0,1,1
"(29, 1)",0,0,1,1
"(30, 1)",0,0,1,0
"(31, 1)",1,0,0,1
"(32, 1)",0,0,1,1
"(33, 1)",0,0,1,1
"(34, 1)",0,0,1,1
"(35, 1)",1,0,1,1
"(36, 1)",0,0,1,1
"(37, 1)",0,0,1,1
"(38, 1)",0,0,1,1
"(39, 1)",1,0,1,0
"(40, 1)",1,0,0,0
"(1, 2)",1,1,0,0
"(2, 2)",0,1,0,1
"(3, 2)",0,1,1,0
"(4, 2)",1,1,0,1
"(5, 2)",1,0,1,0
"(6, 2)",0,1,0,1
"(7, 2)",0,0,1,1
"(8, 2)",0,1,1,0
"(9, 2)",1,1,0,0
"(10, 2)",0,1,0,1
"(11, 2)",0,0,1,1
"(12, 2)",0,0,1,1
"(13, 2)",1,0,1,0
"(14, 2)",1,1,0,0
"(15, 2)",0,1,0,1
"(16, 2)",1,0,1,0
"(17, 2)",1,0,0,1
"(18, 2)",0,0,1,1
"(19, 2)",0,1,1,0
"(20, 2)",1,0,0,0
"(21, 2)",1,1,0,0
"(22, 2)",1,1,0,0
"(23, 2)",0,0,0,1
"(24, 2)",0,0,1,1
"(25, 2)",0,1,1,0
"(26, 2)",1,0,0,1
"(27, 2)",0,0,1,1
"(28, 2)",1,0,1,0
"(29, 2)",1,0,0,1
"(30, 2)",0,0,1,1
"(31, 2)",0,1,1,0
"(32, 2)",0,0,0,1
"(33, 2)",1,0,1,0
"(34, 2)",1,0,0,1
"(35, 2)",0,1,1,0
"(36, 2)",1,0,0,1
"(37, 2)",0,0,1,1
"(38, 2)",1,0,1,0
"(39, 2)",0,1,0,1
"(40, 2)",1,1,1,0
"(1, 3)",0,1,0,1
"(2, 3)",0,0,1,1
"(3, 3)",1,0,1,0
"(4, 3)",1,1,0,0
"(5, 3)",1,1,0,0
"(6, 3)",1,0,0,1
"(7, 3)",1,0,1,0
"(8, 3)",1,0,0,1
"(9, 3)",0,1,1,0
"(10, 3)",1,0,0,1
"(11, 3)",0,0,1,1
"(12, 3)",1,0,1,0
"(13, 3)",1,1,0,0
"(14, 3)",1,1,0,0
"(15, 3)",1,0,0,0
"(16, 3)",0,1,0,1
"(17, 3)",0,1,1,0
"(18, 3)",1,0,0,0
"(19, 3)",1,0,0,1
"(20, 3)",0,1,1,1
"(21, 3)",0,1,1,0
"(22, 3)",1,1,0,1
"(23, 3)",0,0,1,1
"(24, 3)",0,0,1,1
"(25, 3)",0,0,1,1
"(26, 3)",0,1,1,0
"(27, 3)",1,0,0,0
"(28, 3)",1,1,0,0
"(29, 3)",0,1,0,1
"(30, 3)",0,0,1,1
"(31, 3)",0,0,1,1
"(32, 3)",0,0,1,1
"(33, 3)",1,1,1,0
"(34, 3)",1,1,0,0
"(35, 3)",1,0,0,1
"(36, 3)",0,1,1,0
"(37, 3)",1,0,0,1
"(38, 3)",0,1,1,0
"(39, 3)",1,0,0,0
"(40, 3)",1,1,0,0
"(1, 4)",1,0,0,1
"(2, 4)",1,0,1,0
"(3, 4)",1,1,0,0
"(4, 4)",0,1,0,0
"(5, 4)",1,1,0,0
"(6, 4)",1,1,0,0
"(7, 4)",0,1,0,1
"(8, 4)",0,1,1,1
"(9, 4)",0,0,1,0
"(10, 4)",1,1,0,0
"(11, 4)",1,0,0,1
"(12, 4)",0,1,1,0
"(13, 4)",1,1,0,0
"(14, 4)",1,1,0,0
"(15, 4)",1,1,0,1
"(16, 4)",1,0,1,0
"(17, 4)",1,0,0,1
"(18, 4)",0,1,1,1
"(19, 4)",0,1,1,0
"(20, 4)",1,0,0,1
"(21, 4)",0,0,1,0
"(22, 4)",1,1,0,0
"(23, 4)",1,0,0,0
"(24, 4)",1,0,0,1
"(25, 4)",1,0,1,1
"(26, 4)",1,0,1,0
"(27, 4)",1,1,0,0
"(28, 4)",0,1,0,1
"(29, 4)",1,0,1,1
"(30, 4)",0,0,1,0
"(31, 4)",1,0,0,1
"(32, 4)",0,0,1,1
"(33, 4)",0,1,1,0
"(34, 4)",1,1,0,1
"(35, 4)",0,1,1,1
"(36, 4)",0,0,1,0
"(37, 4)",1,1,0,0
"(38, 4)",1,0,0,1
"(39, 4)",0,1,1,0
"(40, 4)",1,1,0,0
"(1, 5)",1,1,0,0
"(2, 5)",0,1,0,0
"(3, 5)",0,1,0,1
"(4, 5)",1,0,1,0
"(5, 5)",1,1,0,0
"(6, 5)",0,1,0,1
"(7, 5)",0,0,1,0
"(8, 5)",1,0,0,1
"(9, 5)",0,0,1,1
"(10, 5)",0,1,1,0
"(11, 5)",0,1,0,1
"(12, 5)",0,0,1,1
"(13, 5)",0,1,1,0
"(14, 5)",1,1,0,0
"(15, 5)",1,1,0,0
"(16, 5)",0,1,0,0
"(17, 5)",0,1,0,1
"(18, 5)",1,0,1,0
"(19, 5)",0,0,0,1
"(20, 5)",1,1,1,0
"(21, 5)",1,0,0,1
"(22, 5)",0,1,1,0
"(23, 5)",0,1,0,1
"(24, 5)",0,1,1,0
"(25, 5)",1,1,0,0
"(26, 5)",0,1,0,1
"(27, 5)",0,1,1,1
"(28, 5)",0,0,1,0
"(29, 5)",0,1,0,1
"(30, 5)",0,0,1,1
"(31, 5)",0,1,1,0
"(32, 5)",1,0,0,1
"(33, 5)",1,0,1,0
"(34, 5)",0,1,0,1
"(35, 5)",0,0,1,0
"(36, 5)",1,0,0,1
"(37, 5)",0,1,1,0
"(38, 5)",0,1,0,1
"(39, 5)",1,0,1,0
"(40, 5)",1,1,0,0
"(1, 6)",1,1,0,1
"(2, 6)",0,0,1,1
"(3, 6)",1,0,1,0
"(4, 6)",1,1,0,0
"(5, 6)",1,1,0,1
"(6, 6)",0,0,1,1
"(7, 6)",1,0,1,0
"(8, 6)",1,1,0,1
"(9, 6)",0,0,1,1
"(10, 6)",0,0,1,1
"(11, 6)",0,0,1,0
"(12, 6)",1,0,0,1
"(13, 6)",0,0,1,1
"(14, 6)",0,1,1,0
"(15, 6)",0,1,0,1
"(16, 6)",1,0,1,1
"(17, 6)",0,0,1,0
"(18, 6)",0,1,0,1
"(19, 6)",1,0,1,0
"(20, 6)",1,1,0,0
"(21, 6)",0,1,0,1
"(22, 6)",0,0,1,1
"(23, 6)",0,0,1,1
"(24, 6)",1,0,1,0
"(25, 6)",0,1,0,1
"(26, 6)",0,0,1,1
"(27, 6)",0,0,1,1
"(28, 6)",1,0,1,1
"(29, 6)",0,0,1,1
"(30, 6)",0,0,1,0
"(31, 6)",1,0,0,1
"(32, 6)",0,1,1,0
"(33, 6)",1,1,0,0
"(34, 6)",1,0,0,1
"(35, 6)",0,0,1,1
"(36, 6)",0,1,1,0
"(37, 6)",1,0,0,1
"(38, 6)",0,0,1,1
"(39, 6)",0,1,1,0
"(40, 6)",1,1,0,0
"(1, 7)",0,1,0,0
"(2, 7)",1,0,0,1
"(3, 7)",1,1,1,0
"(4, 7)",1,1,0,0
"(5, 7)",0,1,0,1
"(6, 7)",1,0,1,0
"(7, 7)",0,1,0,1
"(8, 7)",0,1,1,0
"(9, 7)",1,0,0,1
"(10, 7)",1,0,1,0
"(11, 7)",1,0,0,1
"(12, 7)",0,1,1,0
"(13, 7)",1,0,0,1
"(14, 7)",0,0,1,1
"(15, 7)",1,0,1,0
"(16, 7)",1,1,0,1
"(17, 7)",1,0,1,0
"(18, 7)",1,0,0,1
"(19, 7)",0,1,1,0
"(20, 7)",1,1,0,0
"(21, 7)",1,0,0,1
"(22, 7)",1,0,1,0
"(23, 7)",1,0,0,1
"(24, 7)",0,1,1,1
"(25, 7)",0,0,1,1
"(26, 7)",0,0,1,1
"(27, 7)",0,0,1,1
"(28, 7)",1,1,1,0
"(29, 7)",1,0,0,1
"(30, 7)",0,0,1,1
"(31, 7)",0,1,1,0
"(32, 7)",1,0,0,0
"(33, 7)",1,1,0,0
"(34, 7)",1,1,0,0
"(35, 7)",0,0,0,1
"(36, 7)",1,0,1,1
"(37, 7)",0,1,1,1
"(38, 7)",0,0,1,1
"(39, 7)",0,0,1,1
"(40, 7)",0,1,1,0
"(1, 8)",1,0,0,1
"(2, 8)",1,1,1,0
"(3, 8)",0,1,0,0
"(4, 8)",0,1,0,1
"(5, 8)",1,0,1,0
"(6, 8)",0,1,0,1
"(7, 8)",0,0,1,1
"(8, 8)",0,0,1,0
"(9, 8)",1,1,0,0
"(10, 8)",1,1,0,0
"(11, 8)",1,1,0,1
"(12, 8)",0,0,1,1
"(13, 8)",0,1,1,0
"(14, 8)",1,0,0,1
"(15, 8)",0,1,1,0
"(16, 8)",1,1,0,0
"(17, 8)",1,1,0,0
"(18, 8)",1,1,0,0
"(19, 8)",1,0,0,1
"(20, 8)",0,1,1,0
"(21, 8)",1,1,0,0
"(22, 8)",1,1,0,0
"(23, 8)",1,1,0,0
"(24, 8)",1,0,0,1
"(25, 8)",0,0,1,1
"(26, 8)",1,0,1,0
"(27, 8)",0,0,0,1
"(28, 8)",0,1,1,0
"(29, 8)",1,1,0,1
"(30, 8)",0,0,1,1
"(31, 8)",1,0,1,0
"(32, 8)",1,1,0,1
"(33, 8)",0,1,1,0
"(34, 8)",0,1,0,1
"(35, 8)",1,0,1,0
"(36, 8)",0,1,0,1
"(37, 8)",1,0,1,0
"(38, 8)",1,0,0,1
"(39, 8)",1,0,1,1
"(40, 8)",1,0,1,0
"(1, 9)",1,1,0,0
"(2, 9)",0,1,0,0
"(3, 9)",1,0,0,1
"(4, 9)",1,0,1,0
"(5, 9)",1,1,0,0
"(6, 9)",1,0,0,1
"(7, 9)",1,0,1,0
"(8, 9)",1,0,0,1
"(9, 9)",0,1,1,0
"(10, 9)",1,1,0,0
"(11, 9)",1,1,0,0
"(12, 9)",1,0,0,1
"(13, 9)",0,0,1,0
"(14, 9)",1,1,0,0
"(15, 9)",1,0,0,0
"(16, 9)",1,1,0,0
"(17, 9)",0,1,0,1
"(18, 9)",0,1,1,0
"(19, 9)",0,1,0,1
"(20, 9)",1,0,1,0
"(21, 9)",1,1,0,0
"(22, 9)",0,1,0,1
"(23, 9)",0,1,1,0
"(24, 9)",0,1,0,1
"(25, 9)",1,0,1,0
"(26, 9)",0,1,0,1
"(27, 9)",0,0,1,1
"(28, 9)",1,0,1,0
"(29, 9)",0,1,0,1
"(30, 9)",1,0,1,0
"(31, 9)",1,1,0,0
"(32, 9)",0,1,0,1
"(33, 9)",0,0,1,1
"(34, 9)",0,0,1,1
"(35, 9)",0,1,1,0
"(36, 9)",1,0,0,0
"(37, 9)",1,1,0,0
"(38, 9)",1,1,0,0
"(39, 9)",1,1,0,0
"(40, 9)",0,1,0,0
"(1, 10)",1,1,0,1
"(2, 10)",0,0,1,1
"(3, 10)",0,1,1,0
"(4, 10)",1,1,0,0
"(5, 10)",0,1,0,1
"(6, 10)",0,1,1,0
"(7, 10)",1,1,0,0
"(8, 10)",1,1,0,0
"(9, 10)",1,0,0,1
"(10, 10)",0,1,1,0
"(11, 10)",0,1,0,1
"(12, 10)",1,1,1,0
"(13, 10)",1,0,0,1
"(14, 10)",0,1,1,0
"(15, 10)",1,1,0,0
"(16, 10)",0,1,0,1
"(17, 10)",0,0,1,1
"(18, 10)",0,0,1,1
"(19, 10)",1,0,1,0
"(20, 10)",1,1,0,0
"(21, 10)",1,1,0,0
"(22, 10)",1,0,0,1
"(23, 10)",0,0,1,1
"(24, 10)",1,0,1,0
"(25, 10)",0,1,0,1
"(26, 10)",1,0,1,0
"(27, 10)",1,0,0,1
"(28, 10)",0,1,1,0
"(29, 10)",1,0,0,1
"(30, 10)",0,1,1,0
"(31, 10)",0,1,0,1
"(32, 10)",1,0,1,0
"(33, 10)",1,0,0,1
"(34, 10)",0,0,1,1
"(35, 10)",1,0,1,0
"(36, 10)",1,1,0,1
"(37, 10)",0,1,1,0
"(38, 10)",0,1,0,0
"(39, 10)",0,1,0,1
"(40, 10)",1,0,1,0
"(1, 11)",1,1,0,0
"(2, 11)",1,0,0,1
"(3, 11)",1,0,1,0
"(4, 11)",0,1,0,1
"(5, 11)",1,0,1,0
"(6, 11)",1,0,0,1
"(7, 11)",0,1,1,0
"(8, 11)",1,1,0,0
"(9, 11)",0,1,0,1
"(10, 11)",0,0,1,1
"(11, 11)",1,0,1,0
"(12, 11)",0,1,0,0
"(13, 11)",1,1,0,0
"(14, 11)",1,0,0,1
"(15, 11)",0,1,1,0
"(16, 11)",1,0,0,1
"(17, 11)",1,0,1,0
"(18, 11)",1,0,0,1
"(19, 11)",0,1,1,0
"(20, 11)",1,1,0,0
"(21, 11)",0,1,0,1
"(22, 11)",0,1,1,0
"(23, 11)",1,0,0,1
"(24, 11)",0,1,1,0
"(25, 11)",1,0,0,0
"(26, 11)",1,1,0,0
"(27, 11)",0,1,0,1
"(28, 11)",1,0,1,0
"(29, 11)",0,1,0,1
"(30, 11)",0,0,1,0
"(31, 11)",1,0,0,1
"(32, 11)",0,1,1,0
"(33, 11)",1,1,0,0
"(34, 11)",1,0,0,1
"(35, 11)",0,1,1,0
"(36, 11)",1,1,0,0
"(37, 11)",1,0,0,1
"(38, 11)",0,0,1,1
"(39, 11)",1,0,1,0
"(40, 11)",1,1,0,0
"(1, 12)",1,1,0,0
"(2, 12)",1,1,0,0
"(3, 12)",0,1,0,1
"(4, 12)",1,0,1,0
"(5, 12)",1,1,0,0
"(6, 12)",0,1,0,1
"(7, 12)",1,0,1,0
"(8, 12)",1,1,0,0
"(9, 12)",1,0,0,1
"(10, 12)",0,0,1,0
"(11, 12)",0,1,0,1
"(12, 12)",1,0,1,0
"(13, 12)",1,1,0,0
"(14, 12)",1,1,0,0
"(15, 12)",1,0,0,1
"(16, 12)",0,1,1,0
"(17, 12)",1,1,0,0
"(18, 12)",0,1,0,1
"(19, 12)",1,0,1,0
"(20, 12)",1,1,0,1
"(21, 12)",0,0,1,0
"(22, 12)",1,0,0,1
"(23, 12)",0,1,1,0
"(24, 12)",1,0,0,1
"(25, 12)",0,1,1,0
"(26, 12)",0,1,0,1
"(27, 12)",1,0,1,0
"(28, 12)",0,1,0,1
"(29, 12)",1,0,1,0
"(30, 12)",1,0,0,1
"(31, 12)",0,1,1,0
"(32, 12)",1,0,0,1
"(33, 12)",1,1,1,0
"(34, 12)",1,1,0,0
"(35, 12)",1,0,0,0
"(36, 12)",0,1,0,1
"(37, 12)",0,1,1,0
"(38, 12)",1,0,0,1
"(39, 12)",0,1,1,0
"(40, 12)",1,1,0,0
"(1, 13)",1,1,0,0
"(2, 13)",0,1,0,0
"(3, 13)",1,0,0,1
"(4, 13)",1,1,1,0
"(5, 13)",1,1,0,1
"(6, 13)",1,0,1,0
"(7, 13)",0,1,0,1
"(8, 13)",0,1,1,0
"(9, 13)",1,1,0,0
"(10, 13)",1,0,0,1
"(11, 13)",0,0,1,1
"(12, 13)",0,1,1,0
"(13, 13)",1,1,0,0
"(14, 13)",1,1,0,1
"(15, 13)",0,1,1,0
"(16, 13)",1,0,0,1
"(17, 13)",0,1,1,1
"(18, 13)",1,0,1,0
"(19, 13)",1,1,0,0
"(20, 13)",0,1,0,1
"(21, 13)",0,0,1,1
"(22, 13)",0,1,1,1
"(23, 13)",1,0,1,1
"(24, 13)",0,1,1,0
"(25, 13)",1,0,0,1
"(26, 13)",1,0,1,0
"(27, 13)",1,1,0,0
"(28, 13)",1,0,0,0
"(29, 13)",1,1,0,0
"(30, 13)",0,1,0,1
"(31, 13)",1,0,1,0
"(32, 13)",0,1,0,0
"(33, 13)",1,1,0,0
"(34, 13)",0,1,0,1
"(35, 13)",0,1,1,0
"(36, 13)",1,0,0,1
"(37, 13)",1,0,1,0
"(38, 13)",1,1,0,0
"(39, 13)",1,0,0,1
"(40, 13)",1,1,1,0
"(1, 14)",1,1,0,0
"(2, 14)",1,0,0,1
"(3, 14)",0,1,1,0
"(4, 14)",0,1,0,0
"(5, 14)",1,1,0,0
"(6, 14)",0,1,0,0
"(7, 14)",1,0,0,1
"(8, 14)",1,0,1,0
"(9, 14)",1,1,0,1
"(10, 14)",0,1,1,0
"(11, 14)",1,0,0,1
"(12, 14)",0,0,1,1
"(13, 14)",1,1,1,0
"(14, 14)",0,1,0,1
"(15, 14)",0,0,1,0
"(16, 14)",0,1,0,1
"(17, 14)",1,0,1,0
"(18, 14)",1,1,0,0
"(19, 14)",1,1,0,0
"(20, 14)",1,0,0,1
"(21, 14)",0,0,1,1
"(22, 14)",1,0,1,0
"(23, 14)",0,1,0,0
"(24, 14)",1,0,0,1
"(25, 14)",0,1,1,0
"(26, 14)",0,1,0,1
"(27, 14)",0,1,1,0
"(28, 14)",1,1,0,0
"(29, 14)",0,1,0,1
"(30, 14)",0,0,1,1
"(31, 14)",0,1,1,0
"(32, 14)",1,0,0,1
"(33, 14)",0,1,1,0
"(34, 14)",1,0,0,1
"(35, 14)",0,0,1,1
"(36, 14)",0,1,1,0
"(37, 14)",1,1,0,0
"(38, 14)",1,1,0,0
"(39, 14)",1,1,0,0
"(40, 14)",0,1,0,0
"(1, 15)",1,1,0,0
"(2, 15)",1,1,0,1
"(3, 15)",1,0,1,0
"(4, 15)",1,0,0,1
"(5, 15)",0,1,1,0
"(6, 15)",1,0,0,1
"(7, 15)",0,1,1,0
"(8, 15)",1,1,0,0
"(9, 15)",1,1,0,0
"(10, 15)",1,0,0,0
"(11, 15)",1,1,0,0
"(12, 15)",1,0,0,0
"(13, 15)",0,1,0,1
"(14, 15)",0,0,1,1
"(15, 15)",1,0,1,0
"(16, 15)",1,0,0,1
"(17, 15)",0,1,1,0
"(18, 15)",1,1,0,0
"(19, 15)",0,1,0,1
"(20, 15)",0,1,1,0
"(21, 15)",1,0,0,0
"(22, 15)",0,1,0,1
"(23, 15)",0,0,1,1
"(24, 15)",0,1,1,0
"(25, 15)",1,0,0,1
"(26, 15)",1,0,1,0
"(27, 15)",1,0,0,1
"(28, 15)",0,1,1,1
"(29, 15)",0,0,1,1
"(30, 15)",0,0,1,1
"(31, 15)",0,0,1,1
"(32, 15)",1,1,1,0
"(33, 15)",1,0,0,1
"(34, 15)",0,1,1,0
"(35, 15)",1,0,0,0
"(36, 15)",1,0,0,1
"(37, 15)",0,1,1,0
"(38, 15)",1,1,0,0
"(39, 15)",1,1,0,1
"(40, 15)",1,0,1,0
"(1, 16)",1,1,0,0
"(2, 16)",0,1,0,0
"(3, 16)",1,1,0,0
"(4, 16)",0,1,0,1
"(5, 16)",1,0,1,0
"(6, 16)",1,1,0,0
"(7, 16)",1,0,0,0
"(8, 16)",0,1,0,1
"(9, 16)",0,1,1,0
"(10, 16)",1,1,0,1
"(11, 16)",0,1,1,0
"(12, 16)",1,1,0,0
"(13, 16)",1,0,0,1
"(14, 16)",0,0,1,1
"(15, 16)",1,1,1,0
"(16, 16)",1,1,0,0
"(17, 16)",0,0,0,1
"(18, 16)",1,1,1,0
"(19, 16)",1,0,0,1
"(20, 16)",1,0,1,0
"(21, 16)",1,1,0,1
"(22, 16)",0,0,1,1
"(23, 16)",0,0,1,1
"(24, 16)",1,0,1,0
"(25, 16)",1,1,0,0
"(26, 16)",0,1,0,1
"(27, 16)",0,1,1,0
"(28, 16)",1,0,0,1
"(29, 16)",1,0,1,1
"(30, 16)",0,0,1,1
"(31, 16)",1,0,1,0
"(32, 16)",0,1,0,1
"(33, 16)",0,1,1,0
"(34, 16)",1,0,0,1
"(35, 16)",1,1,1,0
"(36, 16)",0,1,0,1
"(37, 16)",0,0,1,1
"(38, 16)",0,1,1,0
"(39, 16)",0,1,0,0
"(40, 16)",1,1,0,0
"(1, 17)",1,1,0,0
