cell,E,W,N,S
"(1, 1)",0,0,0,1
"(2, 1)",0,0,1,1
"(3, 1)",0,0,1,1
"(4, 1)",1,0,1,0
"(5, 1)",0,0,0,1
"(6, 1)",0,0,1,1
"(7, 1)",0,0,1,1
"(8, 1)",0,0,1,1
"(9, 1)",0,0,1,1
"(10, 1)",0,0,1,1
"(11, 1)",1,0,1,1
"(12, 1)",0,0,1,0
"(13, 1)",1,0,0,1
"(14, 1)",0,0,1,1
"(15, 1)",1,0,1,1
"(16, 1)",1,0,1,0
"(17, 1)",0,0,0,1
"(18, 1)",1,0,1,1
"(19, 1)",0,0,1,0
"(20, 1)",1,0,0,1
"(21, 1)",1,0,1,1
"(22, 1)",0,0,1,0
"(23, 1)",1,0,0,1
"(24, 1)",0,0,1,1
"(25, 1)",0,0,1,1
"(26, 1)",1,0,1,1
"(27, 1)",1,0,1,0
"(28, 1)",1,0,0,0
"(29, 1)",1,0,0,1
"(30, 1)",0,0,1,1
"(31, 1)",0,0,1,1
"(32, 1)",0,0,1,1
"(33, 1)",1,0,1,0
"(34, 1)",1,0,0,1
"(35, 1)",0,0,1,1
"(36, 1)",1,0,1,1
"(37, 1)",0,0,1,1
"(38, 1)",1,0,1,0
"(39, 1)",1,0,0,1
"(40, 1)",1,0,1,0
"(1, 2)",1,0,0,1
"(2, 2)",1,0,1,0
"(3, 2)",1,0,0,1
"(4, 2)",0,1,1,0
"(5, 2)",1,0,0,1
"(6, 2)",0,0,1,1
"(7, 2)",0,0,1,1
"(8, 2)",0,0,1,1
"(9, 2)",0,0,1,1
"(10, 2)",1,0,1,0
"(11, 2)",1,1,0,1
"(12, 2)",0,0,1,1
"(13, 2)",0,1,1,1
"(14, 2)",1,0,1,0
"(15, 2)",1,1,0,0
"(16, 2)",0,1,0,1
"(17, 2)",0,0,1,1
"(18, 2)",0,1,1,0
"(19, 2)",1,0,0,1
"(20, 2)",0,1,1,0
"(21, 2)",0,1,0,1
"(22, 2)",1,0,1,0
"(23, 2)",1,1,0,0
"(24, 2)",1,0,0,1
"(25, 2)",1,0,1,0
"(26, 2)",1,1,0,0
"(27, 2)",1,1,0,0
"(28, 2)",0,1,0,1
"(29, 2)",0,1,1,1
"(30, 2)",0,0,1,1
"(31, 2)",0,0,1,1
"(32, 2)",0,0,1,0
"(33, 2)",0,1,0,1
"(34, 2)",0,1,1,1
"(35, 2)",0,0,1,0
"(36, 2)",0,1,0,1
"(37, 2)",1,0,1,0
"(38, 2)",0,1,0,1
"(39, 2)",0,1,1,0
"(40, 2)",1,1,0,0
"(1, 3)",1,1,0,0
"(2, 3)",1,1,0,0
"(3, 3)",0,1,0,1
"(4, 3)",0,0,1,1
"(5, 3)",0,1,1,0
"(6, 3)",1,0,0,1
"(7, 3)",0,0,1,1
"(8, 3)",0,0,1,1
"(9, 3)",1,0,1,0
"(10, 3)",1,1,0,0
"(11, 3)",0,1,0,0
"(12, 3)",1,0,0,1
"(13, 3)",1,0,1,0
"(14, 3)",0,1,0,0
"(15, 3)",0,1,0,1
"(16, 3)",1,0,1,0
"(17, 3)",1,0,0,1
"(18, 3)",1,0,1,0
"(19, 3)",0,1,0,1
"(20, 3)",1,0,1,1
"(21, 3)",0,0,1,0
"(22, 3)",0,1,0,1
"(23, 3)",0,1,1,1
"(24, 3)",0,1,1,0
"(25, 3)",0,1,0,0
"(26, 3)",1,1,0,0
"(27, 3)",0,1,0,1
"(28, 3)",0,0,1,1
"(29, 3)",0,0,1,1
"(30, 3)",0,0,1,1
"(31, 3)",0,0,1,1
"(32, 3)",1,0,1,0
"(33, 3)",1,0,0,1
"(34, 3)",0,0,1,1
"(35, 3)",0,0,1,1
"(36, 3)",0,0,1,1
"(37, 3)",0,1,1,0
"(38, 3)",1,0,0,1
"(39, 3)",0,0,1,0
"(40, 3)",1,1,0,0
"(1, 4)",1,1,0,0
"(2, 4)",1,1,0,1
"(3, 4)",0,0,1,1
"(4, 4)",0,0,1,0
"(5, 4)",1,0,0,1
"(6, 4)",0,1,1,1
"(7, 4)",1,0,1,0
"(8, 4)",0,0,0,1
"(9, 4)",0,1,1,0
"(10, 4)",0,1,0,1
"(11, 4)",1,0,1,0
"(12, 4)",1,1,0,0
"(13, 4)",0,1,0,1
"(14, 4)",0,0,1,1
"(15, 4)",1,0,1,0
"(16, 4)",0,1,0,1
"(17, 4)",0,1,1,0
"(18, 4)",0,1,0,1
"(19, 4)",0,0,1,1
"(20, 4)",0,1,1,0
"(21, 4)",1,0,0,1
"(22, 4)",0,0,1,1
"(23, 4)",0,0,1,1
"(24, 4)",0,0,1,1
"(25, 4)",0,0,1,1
"(26, 4)",0,1,1,0
"(27, 4)",1,0,0,0
"(28, 4)",1,0,0,1
"(29, 4)",0,0,1,1
"(30, 4)",0,0,1,1
"(31, 4)",1,0,1,0
"(32, 4)",0,1,0,1
"(33, 4)",0,1,1,0
"(34, 4)",1,0,0,1
"(35, 4)",1,0,1,0
"(36, 4)",1,0,0,1
"(37, 4)",1,0,1,0
"(38, 4)",1,1,0,1
"(39, 4)",0,0,1,1
"(40, 4)",0,1,1,0
"(1, 5)",1,1,0,0
"(2, 5)",0,1,0,0
"(3, 5)",1,0,0,1
"(4, 5)",1,0,1,0
"(5, 5)",1,1,0,0
"(6, 5)",1,0,0,0
"(7, 5)",0,1,0,1
"(8, 5)",0,0,1,1
"(9, 5)",0,0,1,1
"(10, 5)",0,0,1,1
"(11, 5)",0,1,1,0
"(12, 5)",1,1,0,0
