  cell  ,E,W,N,S
"(1, 1)",0,0,0,1
"(2, 1)",1,0,1,0
"(3, 1)",1,0,0,1
"(4, 1)",0,0,1,0
"(5, 1)",1,0,0,1
"(6, 1)",0,0,1,1
"(7, 1)",0,0,1,1
"(8, 1)",1,0,1,1
"(9, 1)",0,0,1,0
"(10, 1)",1,0,0,1
"(11, 1)",0,0,1,1
"(12, 1)",1,0,1,1
"(13, 1)",1,0,1,1
"(14, 1)",0,0,1,0
"(15, 1)",1,0,0,1
"(16, 1)",0,0,1,1
"(17, 1)",0,0,1,1
"(18, 1)",0,0,1,1
"(19, 1)",1,0,1,1
"(20, 1)",1,0,1,0
"(21, 1)",1,0,0,1
"(22, 1)",0,0,1,1
"(23, 1)",0,0,1,1
"(24, 1)",0,0,1,1
"(25, 1)",1,0,1,1
"(26, 1)",1,0,1,1
"(27, 1)",1,0,1,0
"(28, 1)",1,0,0,1
"(29, 1)",1,0,1,0
"(30, 1)",1,0,0,1
"(31, 1)",1,0,1,0
"(32, 1)",1,0,0,1
"(33, 1)",1,0,1,0
"(34, 1)",0,0,0,1
"(35, 1)",0,0,1,1
"(36, 1)",1,0,1,1
"(37, 1)",0,0,1,1
"(38, 1)",0,0,1,1
"(39, 1)",1,0,1,0
"(40, 1)",1,0,0,0
"(1, 2)",1,0,0,0
"(2, 2)",1,1,0,0
"(3, 2)",0,1,0,1
"(4, 2)",0,0,1,1
"(5, 2)",0,1,1,1
"(6, 2)",0,0,1,0
"(7, 2)",1,0,0,1
"(8, 2)",1,1,1,0
"(9, 2)",1,0,0,1
"(10, 2)",0,1,1,0
"(11, 2)",1,0,0,1
"(12, 2)",0,1,1,0
"(13, 2)",1,1,0,0
"(14, 2)",1,0,0,1
"(15, 2)",0,1,1,0
"(16, 2)",1,0,0,1
"(17, 2)",0,0,1,1
"(18, 2)",1,0,1,0
"(19, 2)",1,1,0,0
"(20, 2)",0,1,0,1
"(21, 2)",0,1,1,1
"(22, 2)",0,0,1,0
"(23, 2)",1,0,0,1
"(24, 2)",1,0,1,0
"(25, 2)",0,1,0,0
"(26, 2)",1,1,0,0
"(27, 2)",1,1,0,0
"(28, 2)",1,1,0,0
"(29, 2)",0,1,0,1
"(30, 2)",0,1,1,0
"(31, 2)",1,1,0,0
"(32, 2)",1,1,0,0
"(33, 2)",1,1,0,1
"(34, 2)",0,0,1,1
"(35, 2)",0,0,1,1
