cell,E,W,N,S
"(1, 1)",1,0,0,0
"(2, 1)",0,0,0,1
"(3, 1)",1,0,1,0
"(4, 1)",1,0,0,1
"(5, 1)",0,0,1,1
"(6, 1)",1,0,1,1
"(7, 1)",0,0,1,1
"(8, 1)",0,0,1,1
"(9, 1)",0,0,1,1
"(10, 1)",1,0,1,0
"(11, 1)",1,0,0,1
"(12, 1)",0,0,1,1
"(13, 1)",0,0,1,1
"(14, 1)",0,0,1,1
"(15, 1)",0,0,1,1
"(16, 1)",0,0,1,1
"(17, 1)",0,0,1,1
"(18, 1)",0,0,1,1
"(19, 1)",0,0,1,1
"(20, 1)",1,0,1,0
"(1, 2)",0,1,0,1
"(2, 2)",1,0,1,0
"(3, 2)",1,1,0,1
"(4, 2)",0,1,1,0
"(5, 2)",1,0,0,0
"(6, 2)",1,1,0,0
"(7, 2)",0,0,0,1
"(8, 2)",0,0,1,1
"(9, 2)",1,0,1,1
"(10, 2)",0,1,1,0
"(11, 2)",0,1,0,1
"(12, 2)",0,0,1,1
"(13, 2)",0,0,1,1
"(14, 2)",1,0,1,1
"(15, 2)",0,0,1,0
"(16, 2)",1,0,0,1
"(17, 2)",1,0,1,1
"(18, 2)",0,0,1,1
"(19, 2)",0,0,1,1
"(20, 2)",1,1,1,0
"(1, 3)",1,0,0,1
"(2, 3)",0,1,1,0
"(3, 3)",0,1,0,1
"(4, 3)",0,0,1,1
"(5, 3)",0,1,1,0
"(6, 3)",0,1,0,1
"(7, 3)",1,0,1,1
"(8, 3)",1,0,1,0
"(9, 3)",0,1,0,1
"(10, 3)",0,0,1,1
"(11, 3)",0,0,1,1
"(12, 3)",1,0,1,0
"(13, 3)",1,0,0,1
"(14, 3)",0,1,1,0
"(15, 3)",1,0,0,1
"(16, 3)",0,1,1,0
"(17, 3)",0,1,0,0
"(18, 3)",1,0,0,1
"(19, 3)",1,0,1,0
"(20, 3)",1,1,0,0
"(1, 4)",0,1,0,1
"(2, 4)",0,0,1,1
"(3, 4)",0,0,1,1
"(4, 4)",0,0,1,1
"(5, 4)",0,0,1,1
"(6, 4)",1,0,1,0
"(7, 4)",0,1,0,0
"(8, 4)",1,1,0,0
"(9, 4)",1,0,0,1
"(10, 4)",0,0,1,1
"(11, 4)",0,0,1,0
"(12, 4)",1,1,0,0
"(13, 4)",0,1,0,1
"(14, 4)",0,0,1,0
"(15, 4)",1,1,0,0
"(16, 4)",1,0,0,1
"(17, 4)",0,0,1,1
"(18, 4)",0,1,1,0
"(19, 4)",1,1,0,0
"(20, 4)",1,1,0,0
"(1, 5)",1,0,0,1
"(2, 5)",1,0,1,1
"(3, 5)",0,0,1,0
"(4, 5)",1,0,0,1
"(5, 5)",1,0,1,0
"(6, 5)",0,1,0,1
"(7, 5)",0,0,1,1
"(8, 5)",0,1,1,0
"(9, 5)",0,1,0,1
"(10, 5)",0,0,1,1
"(11, 5)",1,0,1,0
"(12, 5)",0,1,0,1
"(13, 5)",0,0,1,1
"(14, 5)",1,0,1,0
"(15, 5)",1,1,0,1
"(16, 5)",0,1,1,0
"(17, 5)",1,0,0,1
"(18, 5)",0,0,1,1
"(19, 5)",0,1,1,0
"(20, 5)",0,1,0,0
"(1, 6)",1,1,0,0
"(2, 6)",1,1,0,0
"(3, 6)",1,0,0,1
"(4, 6)",0,1,1,0
"(5, 6)",0,1,0,1
"(6, 6)",1,0,1,1
"(7, 6)",1,0,1,1
"(8, 6)",0,0,1,1
"(9, 6)",0,0,1,1
"(10, 6)",0,0,1,1
"(11, 6)",0,1,1,0
"(12, 6)",1,0,0,1
"(13, 6)",0,0,1,1
"(14, 6)",0,1,1,0
