  cell  ,E,W,N,S
"(1, 1)",0,0,0,1
"(2, 1)",1,0,1,0
"(3, 1)",1,0,0,1
"(4, 1)",1,0,1,0
"(5, 1)",0,0,0,1
"(6, 1)",0,0,1,1
"(7, 1)",0,0,1,1
"(8, 1)",0,0,1,1
"(9, 1)",1,0,1,1
"(10, 1)",0,0,1,1
"(11, 1)",1,0,1,1
"(12, 1)",1,0,1,0
"(13, 1)",1,0,0,1
"(14, 1)",0,0,1,1
"(15, 1)",1,0,1,0
"(16, 1)",0,0,0,1
"(17, 1)",0,0,1,1
"(18, 1)",0,0,1,1
"(19, 1)",0,0,1,1
"(20, 1)",1,0,1,0
"(1, 2)",1,0,0,0
"(2, 2)",0,1,0,1
"(3, 2)",0,1,1,0
"(4, 2)",1,1,0,0
"(5, 2)",1,0,0,1
"(6, 2)",0,0,1,1
"(7, 2)",0,0,1,1
"(8, 2)",1,0,1,0
"(9, 2)",0,1,0,1
"(10, 2)",0,0,1,0
"(11, 2)",1,1,0,0
"(12, 2)",1,1,0,0
"(13, 2)",0,1,0,1
"(14, 2)",1,0,1,0
"(15, 2)",0,1,0,1
"(16, 2)",0,0,1,1
"(17, 2)",0,0,1,1
"(18, 2)",0,0,1,1
"(19, 2)",0,0,1,1
"(20, 2)",1,1,1,0
"(1, 3)",1,1,0,1
"(2, 3)",0,0,1,1
"(3, 3)",1,0,1,0
"(4, 3)",0,1,0,1
"(5, 3)",0,1,1,0
"(6, 3)",1,0,0,1
"(7, 3)",0,0,1,0
"(8, 3)",0,1,0,1
"(9, 3)",0,0,1,1
"(10, 3)",0,0,1,1
"(11, 3)",0,1,1,0
"(12, 3)",0,1,0,1
"(13, 3)",0,0,1,1
"(14, 3)",0,1,1,0
"(15, 3)",1,0,0,1
"(16, 3)",0,0,1,0
"(17, 3)",1,0,0,1
"(18, 3)",0,0,1,1
"(19, 3)",0,0,1,1
"(20, 3)",0,1,1,0
"(1, 4)",0,1,0,1
"(2, 4)",0,0,1,0
"(3, 4)",1,1,0,1
"(4, 4)",0,0,1,1
"(5, 4)",1,0,1,0
"(6, 4)",0,1,0,1
"(7, 4)",1,0,1,1
"(8, 4)",1,0,1,1
"(9, 4)",0,0,1,0
"(10, 4)",1,0,0,1
"(11, 4)",0,0,1,1
"(12, 4)",0,0,1,1
"(13, 4)",0,0,1,1
"(14, 4)",0,0,1,1
"(15, 4)",0,1,1,1
