1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
99.904,94.5,80.02133333333333,81.406,78.74560000000001,81.596,79.25714285714285,77.427,76.97955555555556,78.7344,77.43490909090909,77.55866666666667,76.32123076923077,78.81085714285715,76.7808,77.269,76.60423529411766,77.17644444444444,77.09642105263157,77.4392,76.43809523809524,78.14254545454546,77.21704347826086,77.36566666666667,76.44864,77.41753846153847,77.37511111111111,77.58771428571428,76.72910344827585,77.92986666666667,77.14245161290323,77.70375,76.82642424242424,77.37811764705883,77.21782857142857,77.18622222222221,76.78486486486487,77.75978947368421,77.49866666666667,77.6256
99.904,69.2,58.368,52.936,60.808,54.536,52.336,49.408,53.512,51.688,50.944,50.368,50.4,50.52,48.568,47.384,49.928,48.56,49.224,48.024,49.032,48.488,48.032,47.728,48.04,47.512,47.728,47.544,47.544,47.264,47.168,46.128,47.504,47.376,47.24,46.696,47.136,46.864,46.808,46.464
0.7234799999999998,0.9806400000000026,0.9235600000000009,0.9882800000000032,0.9639200000000011,0.963240000000002,0.9666800000000014,0.9886800000000032,0.9688400000000017,0.9709600000000018,0.971360000000002,0.9775200000000024,0.972000000000002,0.9787600000000024,0.976200000000002,0.9899600000000032,0.9784800000000025,0.978760000000002,0.9788800000000022,0.9792800000000019,0.9792800000000024,0.9794800000000021,0.9808000000000022,0.9853200000000023,0.9809200000000022,0.9811600000000021,0.9824400000000025,0.9844000000000026,0.9816400000000025,0.9830400000000022,0.9840000000000028,0.9900000000000032,0.9834800000000024,0.9831200000000028,0.9850000000000027,0.9826400000000025,0.9835600000000025,0.9835600000000025,0.9848400000000027,0.9830400000000025
33.98355945531621,11.104197983258656,18.77886266995829,16.892530727440164,18.359259524314275,19.689895795309965,18.310940717366808,18.911093007941663,19.686211048572964,20.946614506337497,19.35406206486983,20.37990645802478,20.432671803802247,21.252330816115517,20.17600169574228,21.803559798333804,21.046705037687012,21.94460973395576,21.48991716542518,22.044722327349913,21.66312379222424,22.431205818171424,21.495462047154167,22.585019204796687,22.267669698592677,22.66007785606142,22.236607707329096,22.78202660184572,22.227708232319635,22.990878552926823,22.321866115761804,23.477009904130778,22.805982038812136,23.16502251853448,22.804979394347736,23.352360186137012,22.88814710769985,23.423182515568367,22.827492937555625,23.4517004427103
0.7234799999999998,0.87216,0.81456,0.8830000000000007,0.8912800000000002,0.8821599999999994,0.88412,0.9073999999999998,0.8954799999999995,0.89744,0.8994,0.9073599999999997,0.8999200000000003,0.9094,0.90408,0.9215200000000009,0.9103999999999998,0.9086400000000004,0.9147600000000001,0.9089600000000007,0.9137600000000002,0.9156800000000005,0.9180800000000002,0.9199600000000001,0.9173600000000006,0.9155200000000004,0.9218400000000005,0.9217600000000001,0.9195200000000004,0.9227200000000004,0.9248800000000005,0.9315200000000008,0.9237200000000008,0.9235200000000005,0.9267200000000005,0.9233200000000004,0.9241600000000008,0.9254400000000006,0.9280400000000009,0.9244400000000007
13.82,14.028,16.11866666666667,14.908,14.651999999999997,14.738000000000001,15.587428571428577,15.1435,14.771555555555556,14.932400000000008,15.42872727272728,14.952999999999992,14.992307692307694,14.942285714285712,15.319733333333339,15.16725,15.022823529411761,15.038888888888883,15.254315789473685,15.110200000000004,14.997904761904762,15.03672727272728,15.302956521739134,15.067333333333336,15.000319999999997,15.070307692307694,15.225037037037033,15.038999999999994,15.07641379310345,15.077733333333326,15.17754838709678,15.141,15.072969696969697,15.062705882352942,15.187314285714297,15.129444444444447,15.062054054054055,15.066736842105257,15.215282051282054,15.132600000000005
86.228,47.586,41.64933333333334,20.469,27.283999999999995,20.488,21.795428571428584,9.2665,17.522222222222222,14.0392,15.748727272727281,9.654000000000005,13.486769230769227,11.155714285714284,12.591199999999988,5.168,11.276235294117651,9.646444444444445,10.789894736842118,7.415600000000005,9.787809523809527,8.506181818181815,9.540173913043473,5.519499999999999,8.924000000000007,7.793538461538461,8.670222222222222,6.237285714285715,8.185241379310343,7.244266666666668,7.989935483870972,3.884875,7.621212121212119,6.77282352941177,7.526399999999999,5.720666666666666,7.173513513513513,6.449789473684208,7.061435897435895,4.774999999999999
0.0,4.124,2.846666666666667,5.44,4.006399999999999,4.16666666666667,3.6348571428571432,5.493,4.124444444444444,4.6108,3.838545454545456,4.842333333333335,4.221846153846153,4.418571428571427,4.121333333333335,5.06525,4.39223529411765,4.755777777777776,4.261473684210526,4.931400000000002,4.425142857142857,4.6147272727272775,4.346086956521739,4.943666666666666,4.4745599999999985,4.678153846153845,4.427703703703702,4.7548571428571424,4.505793103448277,4.5788,4.471870967741937,4.910125,4.568363636363634,4.791176470588235,4.520228571428571,4.939111111111112,4.568,4.711368421052629,4.53794871794872,4.9467
0.0,7.572,6.173333333333332,9.305,6.9832,7.862666666666664,7.0005714285714244,8.331,6.946666666666667,7.446400000000002,6.565818181818181,7.070666666666666,6.6218461538461515,6.731714285714284,6.401866666666664,6.85425,6.315764705882351,6.562666666666663,6.041684210526316,6.4841999999999995,5.9874285714285715,6.111272727272723,5.850782608695651,6.001499999999998,5.79072,5.949538461538465,5.6564444444444435,5.759857142857142,5.649241379310347,5.705866666666664,5.516903225806446,5.714375,5.5083636363636375,5.648823529411768,5.40354285714285,5.557111111111113,5.361729729729726,5.457263157894738,5.279487179487175,5.7317
0.0,22.504,16.635999999999996,17.411,15.239199999999997,13.842000000000004,13.550285714285712,11.4125,10.708444444444446,10.288399999999998,10.29636363636363,9.208333333333327,9.088307692307687,9.102285714285712,8.695200000000005,7.932,8.260470588235293,7.739333333333334,7.979368421052628,7.464999999999999,7.452190476190481,7.293090909090905,7.312695652173912,6.714333333333333,6.947999999999999,6.808000000000005,6.9185185185185185,6.483571428571429,6.572827586206896,6.464400000000002,6.509161290322585,5.958125,6.40230303030303,6.28176470588235,6.244685714285717,5.915444444444445,6.135459459459459,5.95315789473684,6.104410256410253,5.972499999999999
0.0,0.0,0.0,15.527,12.2416,22.426666666666662,20.00057142857142,29.7415,24.739111111111114,29.3864,27.897818181818185,33.674666666666646,29.837230769230768,34.29085714285715,31.963733333333344,39.06625,33.08517647058823,35.43399999999998,34.881894736842085,38.01779999999997,35.59295238095239,38.514363636363626,36.971826086956526,41.05016666666666,37.22063999999997,39.07276923076927,38.5314074074074,41.21371428571426,38.63531034482757,40.852133333333335,39.54735483870968,44.05275,39.51696969696966,40.72270588235294,40.37291428571429,41.891222222222254,40.39156756756757,42.07831578947368,41.30143589743593,43.051200000000016
13.82,14.896,22.004,22.096,23.28,25.36,28.46,30.256,28.452,31.368,32.072,32.092,33.048,32.316,35.428,36.24,33.968,36.184,35.14,37.34,35.532,36.172,37.672,37.38,36.976,37.9,37.308,37.296,38.616,38.584,38.904,40.652,38.72,39.772,38.46,40.908,40.032,39.868,39.9,41.536
86.228,43.6,41.364,25.492,43.4,34.92,36.68,28.268,39.88,38.072,38.408,34.952,37.98,38.092,39.16,31.62,37.616,38.936,38.54,38.2,38.032,38.488,38.692,36.676,38.584,39.072,39.82,37.472,38.932,40.132,40.124,35.62,39.136,39.304,40.544,39.728,39.536,41.46,38.928,39.564
0.0,1.18,0.228,0.628,0.324,0.368,0.276,0.472,0.292,0.18,0.176,0.16,0.292,0.264,0.108,0.328,0.268,0.152,0.104,0.056,0.276,0.128,0.108,0.132,0.168,0.092,0.072,0.116,0.152,0.072,0.06,0.156,0.112,0.1,0.024,0.072,0.076,0.036,0.068,0.056
0.0,4.288,1.388,6.72,1.072,2.648,1.144,4.752,1.316,0.908,1.172,1.588,1.052,0.964,0.972,3.664,1.324,1.06,0.628,0.604,1.052,0.752,0.808,1.084,1.016,0.684,0.304,0.844,1.408,0.4,0.56,2.144,0.372,0.488,0.276,0.536,0.504,0.072,0.536,0.5
0.0,8.472,4.876,7.008,3.728,5.608,3.252,4.0,2.648,2.408,1.608,2.58,2.408,1.644,1.08,2.352,1.472,1.168,1.28,1.312,1.216,1.184,1.392,1.56,1.32,1.308,0.552,1.684,1.048,1.324,1.204,1.14,1.076,1.028,0.348,0.976,1.332,0.048,0.972,0.96
0.0,0.0,0.0,0.0,0.208,0.0,0.208,0.0,0.208,0.0,0.208,0.0,0.284,0.0,0.284,0.0,0.0,0.0,0.0,0.0,0.492,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.492,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.088,0.0,0.18,0.0
